Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Note,Alteration,Annotation,Fxnal Cat
Rv0777,Mb0800,purB, 472 aa, 472 aa ,,,99.80%,472 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable adenylosuccinate lyase purb adenylosuccinase asl asase,intermediate metabolism and respiration
Rv0800,Mb0823,pepC, 433 aa, 433 aa ,,,99.80%,433 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable aminopeptidase pepc,intermediate metabolism and respiration
Rv0812,Mb0835,, 289 aa, 289 aa ,,,99.70%,289 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable amino acid aminotransferase,intermediate metabolism and respiration
Rv0843,Mb0866,, 334 aa, 334 aa ,,,99.40%,334 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dehydrogenase,intermediate metabolism and respiration
Rv0846c,Mb0869c,, 504 aa, 504 aa ,,,99.80%,504 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidase,intermediate metabolism and respiration
Rv0848,Mb0871,cysK2, 372 aa, 372 aa ,,,99.50%,372 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible cysteine synthase a cysk2 o-acetylserine sulfhydrylase o-acetylserine thiol-lyase csase,intermediate metabolism and respiration
Rv0851c,Mb0874c,, 275 aa, 275 aa ,,,99.30%,275 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv0881,Mb0905,, 288 aa, 288 aa ,,,99.70%,288 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible rrna methyltransferase rrna methylase,intermediate metabolism and respiration
Rv0896,Mb0920,gltA2, 431 aa, 431 aa ,,,99.80%,431 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable citrate synthase i glta2,intermediate metabolism and respiration
Rv0913c,Mb0937c,, 502 aa, 502 aa ,,,99.80%,502 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible dioxygenase,intermediate metabolism and respiration
Rv0945,Mb0970,, 253 aa, 253 aa ,,,99.60%,253 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv0951,Mb0976,sucC, 387 aa, 387 aa ,,,99.70%,387 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable succinyl-coa synthetase beta chain succ scs-beta,intermediate metabolism and respiration
Rv0952,Mb0977,sucD, 303 aa, 303 aa ,,,99.70%,303 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable succinyl-coa synthetase alpha chain sucd scs-alpha,intermediate metabolism and respiration
Rv0958,Mb0983,, 459 aa, 459 aa ,,,99.80%,459 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible magnesium chelatase,intermediate metabolism and respiration
Rv0983,Mb1009,pepd, 464 aa, 464 aa ,,,99.80%,464 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable serine protease pepd serine proteinase mtb32b,intermediate metabolism and respiration
Rv0989c,Mb1016c,grcC2, 325 aa, 325 aa ,,,99.70%,325 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable polyprenyl-diphosphate synthase grcc2 polyprenyl pyrophosphate synthetase,intermediate metabolism and respiration
Rv0993,Mb1020,galU, 306 aa, 306 aa ,,,99.70%,306 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),utp--glucose-1-phosphate uridylyltransferase galu udp-glucose pyrophosphorylase udpgp alpha-d-glucosyl-1-phosphate uridylyltransferase uridine diphosphoglucose pyrophosphorylase,intermediate metabolism and respiration
Rv0994,Mb1021,moeA1, 426 aa, 426 aa ,,,99.80%,426 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable molybdopterin biosynthesis protein moea1,intermediate metabolism and respiration
Rv1023,Mb1051,eno, 429 aa, 429 aa ,,,99.80%,429 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable enolase eno,intermediate metabolism and respiration
Rv1093,Mb1123,glyA1, 426 aa, 426 aa ,,,99.80%,426 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),serine hydroxymethyltransferase 1 glya1,intermediate metabolism and respiration
Rv1096,Mb1126,, 291 aa, 291 aa ,,,99.70%,291 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible glycosyl hydrolase,intermediate metabolism and respiration
Rv1127c,Mb1158c,ppdK, 490 aa, 490 aa ,,,99.60%,490 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable pyruvatec phosphate dikinase ppdk,intermediate metabolism and respiration
Rv1130,Mb1161,prpd, 526 aa, 526 aa ,,,99.60%,526 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible methylcitrate dehydratase prpd,intermediate metabolism and respiration
Rv1155,Mb1186,, 147 aa, 147 aa ,,,99.30%,147 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible pyridoxamine 5'-phosphate oxidase pnp/pmp oxidase pyridoxinephosphate oxidase pnpox pyridoxine 5'-phosphate oxidase,intermediate metabolism and respiration
Rv1161,Mb1193,narG, 1232 aa, 1232 aa ,,,99.80%,1232 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),respiratory nitrate reductase alpha chain narg,intermediate metabolism and respiration
Rv1164,Mb1196,narI, 246 aa, 246 aa ,,,99.60%,246 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable respiratory nitrate reductase gamma chain nari,intermediate metabolism and respiration
Rv1178,Mb1211,, 362 aa, 362 aa ,,,99.70%,362 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable aminotransferase,intermediate metabolism and respiration
Rv1212c,Mb1244c,glga, 387 aa, 387 aa ,,,99.70%,387 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),putative glycosyl transferase glga,intermediate metabolism and respiration
Rv1223,Mb1255,htrA, 528 aa, 528 aa ,,,99.60%,528 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable serine protease htra degp protein,intermediate metabolism and respiration
Rv1248c,Mb1280c,sucA, 1231 aa, 1231 aa ,,,99.80%,1231 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),multifunctional alpha-ketoglutarate metabolic enzyme,intermediate metabolism and respiration
Rv1264,Mb1295,, 397 aa, 397 aa ,,,99.70%,397 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),adenylyl cyclase atp pyrophosphate-lyase adenylate cyclase,intermediate metabolism and respiration
Rv1286,Mb1317,cysN, 614 aa, 614 aa ,,,99.80%,614 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable bifunctional enzyme cysn/cysc: sulfate adenyltransferase subunit 1 b adenylylsulfate kinase,intermediate metabolism and respiration
Rv1300,Mb1332,hemK, 325 aa, 325 aa ,,,99.70%,325 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable hemk protein homolog hemk,intermediate metabolism and respiration
Rv1320c,Mb1354c,, 567 aa, 567 aa ,,,99.80%,567 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible adenylate cyclase atp pyrophosphate-lyase adenylyl cyclase,intermediate metabolism and respiration
Rv1326c,Mb1361c,glgB, 731 aa, 731 aa ,,,99.60%,731 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),1c4-alpha-glucan branching enzyme glgb glycogen branching enzyme,intermediate metabolism and respiration
Rv1328,Mb1363,glgP, 863 aa, 863 aa ,,,99.70%,863 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable glycogen phosphorylase glgp,intermediate metabolism and respiration
Rv1330c,Mb1365c,pncb1, 448 aa, 448 aa ,,,99.60%,448 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),nicotinic acid phosphoribosyltransferase pncb1,intermediate metabolism and respiration
Rv1355c,Mb1390c,moeY, 715 aa, 715 aa ,,,99.90%,715 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible molybdopterin biosynthesis protein moey,intermediate metabolism and respiration
Rv1381,Mb1416,pyrC, 430 aa, 430 aa ,,,99.80%,430 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dihydroorotase pyrc dhoase,intermediate metabolism and respiration
Rv1383,Mb1418,carA, 376 aa, 376 aa ,,,99.70%,376 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable carbamoyl-phosphate synthase small chain cara carbamoyl-phosphate synthetase glutamine chain,intermediate metabolism and respiration
Rv1384,Mb1419,carB, 1115 aa, 1115 aa ,,,99.90%,1115 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable carbamoyl-phosphate synthase large chain carb carbamoyl-phosphate synthetase ammonia chain,intermediate metabolism and respiration
Rv1392,Mb1427,metK, 403 aa, 403 aa ,,,99.80%,403 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable s-adenosylmethionine synthetase metk mat adomet synthetase methionine adenosyltransferase,intermediate metabolism and respiration
Rv1394c,Mb1429c,cyp132, 461 aa, 461 aa ,,,99.80%,461 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cytochrome p450 132 cyp132,intermediate metabolism and respiration
Rv1409,Mb1444,ribG, 339 aa, 339 aa ,,,99.40%,339 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable bifunctional riboflavin biosynthesis protein ribg : diaminohydroxyphosphoribosylaminopyrimidine deaminase riboflavin-specific deaminase b 5-amino-6-5-phosphoribosylamino uracil reductase htp reductase,intermediate metabolism and respiration
Rv1446c,Mb1481c,opcA, 303 aa, 303 aa ,,,99.70%,303 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),putative oxpp cycle protein opca,intermediate metabolism and respiration
Rv1448c,Mb1483c,tal, 373 aa, 373 aa ,,,99.70%,373 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable transaldolase tal,intermediate metabolism and respiration
Rv1449c,Mb1484c,tkt, 700 aa, 700 aa ,,,99.90%,700 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),transketolase tkt tk,intermediate metabolism and respiration
Rv1451,Mb1486,ctaB, 308 aa, 308 aa ,,,99.70%,308 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cytochrome c oxidase assembly factor ctab,intermediate metabolism and respiration
Rv1570,Mb1597,bioD, 226 aa, 226 aa ,,,99.60%,226 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),dethiobiotin synthetase biod,intermediate metabolism and respiration
Rv1596,Mb1622,nadC, 285 aa, 285 aa ,,,99.60%,285 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nicotinate-nucleotide pyrophosphatase nadc,intermediate metabolism and respiration
Rv1602,Mb1628,hisH, 206 aa, 206 aa ,,,99.50%,206 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable amidotransferase hish,intermediate metabolism and respiration
Rv1604,Mb1630,impA, 270 aa, 270 aa ,,,98.90%,270 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable inositol-monophosphatase impa imp,intermediate metabolism and respiration
Rv1605,Mb1631,hisF, 267 aa, 267 aa ,,,99.60%,267 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cyclase hisf,intermediate metabolism and respiration
Rv1617,Mb1643,pykA, 472 aa, 472 aa ,,,99.80%,472 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable pyruvate kinase pyka,intermediate metabolism and respiration
Rv1647,Mb1674,, 316 aa, 316 aa ,,,99.70%,316 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),adenylate cyclase atp pyrophosphate-lyase adenylyl cyclase,intermediate metabolism and respiration
Rv1726,Mb1755,, 461 aa, 461 aa ,,,99.60%,461 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv1736c,Mb1765c,narX, 652 aa, 652 aa ,,,99.70%,652 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nitrate reductase narx,intermediate metabolism and respiration
Rv1751,Mb1780,, 460 aa, 460 aa ,,,99.80%,460 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv1777,Mb1806,cyp144, 434 aa, 434 aa ,,,99.80%,434 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cytochrome p450 144 cyp144,intermediate metabolism and respiration
Rv1812c,Mb1842c,, 400 aa, 400 aa ,,,99.80%,400 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dehydrogenase,intermediate metabolism and respiration
Rv1826,Mb1857,gcvH, 134 aa, 134 aa ,,,99.30%,134 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable glycine cleavage system h protein gcvh,intermediate metabolism and respiration
Rv1832,Mb1863,gcvB, 941 aa, 941 aa ,,,99.80%,941 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable glycine dehydrogenase gcvb glycine decarboxylase glycine cleavage system p-protein,intermediate metabolism and respiration
Rv1834,Mb1865,lipz, 288 aa, 288 aa ,,,99.70%,288 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable hydrolase,intermediate metabolism and respiration
Rv1851,Mb1882,ureF, 211 aa, 211 aa ,,,99.50%,211 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),urease accessory protein uref,intermediate metabolism and respiration
Rv1854c,Mb1885c,ndh, 463 aa, 463 aa ,,,99.80%,463 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh dehydrogenase ndh,intermediate metabolism and respiration
Rv1856c,Mb1887c,, 225 aa, 225 aa ,,,99.60%,225 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase,intermediate metabolism and respiration
Rv1872c,Mb1903c,lldD2, 414 aa ,414 aa,,,99.50%,414 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible l-lactate dehydrogenase cytochrome lldd2,intermediate metabolism and respiration
Rv1878,Mb1910,glnA3, 450 aa, 450 aa ,,,99.80%,450 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable glutamine synthetase glna3 glutamine synthase gs-i,intermediate metabolism and respiration
Rv1900c,Mb1935c,lipJ, 462 aa, 462 aa ,,,99.60%,462 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable lignin peroxidase lipj,intermediate metabolism and respiration
Rv1905c,Mb1940c,aao, 320 aa, 320 aa ,,,99.70%,320 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable d-amino acid oxidase aao,intermediate metabolism and respiration
Rv1923,Mb1958,lipD, 446 aa, 446 aa ,,,99.60%,446 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable lipase lipd,intermediate metabolism and respiration
Rv2043c,Mb2069c,pncA, 186 aa, 186 aa ,,,99.50%,186 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),pyrazinamidase/nicotinamidase pnca pzase,intermediate metabolism and respiration
Rv2062c,Mb2088c,cobN, 1194 aa, 1194 aa ,,,99.90%,1194 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),cobalamin biosynthesis protein cobn,intermediate metabolism and respiration
Rv2071c,Mb2097c,cobM, 251 aa, 251 aa ,,,99.60%,251 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),precorrin-3 methylase cobm precorrin-4 c11-methyltransferase,intermediate metabolism and respiration
Rv2095c,Mb2122c,pafc, 316 aa, 316 aa ,,,99.70%,316 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),proteasome accessory factor c pafc,intermediate metabolism and respiration
Rv2109c,Mb2133c,prcA, 248 aa, 248 aa ,,,99.20%,248 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),proteasome alpha subunit prcab assembles with beta subunit prcb.,intermediate metabolism and respiration
Rv2124c,Mb2148c,metH, 1192 aa, 1192 aa ,,,99.90%,1192 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),5-methyltetrahydrofolate--homocystein methyltransferase meth methionine synthasec vitamin-b12 dependent isozyme ms,intermediate metabolism and respiration
Rv2178c,Mb2200c,aroG, 462 aa, 462 aa ,,,99.80%,462 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),3-deoxy-d-arabino-heptulosonate 7-phosphate synthase arog dahp synthetasec phenylalanine-repressible,intermediate metabolism and respiration
Rv2195,Mb2218,qcrA, 429 aa, 429 aa ,,,99.80%,429 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable rieske iron-sulfur protein qcra,intermediate metabolism and respiration
Rv2208,Mb2231,cobS, 249 aa, 249 aa ,,,99.60%,249 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cobalamin 5'-phosphate synthase cobs,intermediate metabolism and respiration
Rv2210c,Mb2233c,ilvE, 368 aa, 368 aa ,,,99.70%,368 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),branched-chain amino acid transaminase ilve,intermediate metabolism and respiration
Rv2213,Mb2236,pepB, 515 aa, 515 aa ,,,99.80%,515 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable aminopeptidase pepb,intermediate metabolism and respiration
Rv2217,Mb2240,lipB, 230 aa, 230 aa ,,,99.60%,230 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable lipoate biosynthesis protein b lipb,intermediate metabolism and respiration
Rv2236c,Mb2260c,cobD, 313 aa, 313 aa ,,,99.40%,313 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cobalamin biosynthesis transmembrane protein cobd,intermediate metabolism and respiration
Rv2241,Mb2265,aceE, 901 aa, 901 aa ,,,99.90%,901 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),pyruvate dehydrogenase e1 component acee pyruvate decarboxylase pyruvate dehydrogenase pyruvic dehydrogenase,intermediate metabolism and respiration
Rv2332,Mb2360,mez, 548 aa, 548 aa ,,,99.60%,548 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable [nad] dependent malate oxidoreductase mez malic enzyme nad-malic enzyme malate dehydrogenase oxaloacetate decarboxylating pyruvic-malic carboxylase nad-me,intermediate metabolism and respiration
Rv2388c,Mb2409c,hemN, 375 aa, 375 aa ,,,99.70%,375 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxygen-independent coproporphyrinogen iii oxidase hemn coproporphyrinogenase coprogen oxidase,intermediate metabolism and respiration
Rv2394,Mb2415,ggtB, 643 aa, 643 aa ,,,99.80%,643 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable gamma-glutamyltranspeptidase precursor ggtb gamma-glutamyltransferase glutamyl transpeptidase,intermediate metabolism and respiration
Rv2419c,Mb2442c,gpgp, 223 aa, 223 aa ,,,99.60%,223 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),glucosyl-3-phosphoglycerate phosphatase gpgp,intermediate metabolism and respiration
Rv2421c,Mb2444c,nadD, 211 aa, 211 aa ,,,99.50%,211 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nicotinate-nucleotide adenylyltransferase nadd deamido-nadb pyrophosphorylase deamido-nadb diphosphorylase nicotinate mononucleotide adenylyltransferase namn adenylyltransferase,intermediate metabolism and respiration
