,,,,,,,,,,,,,,,,,,,
Gene,,,,,,,,,,,RNA,,,,Protein,,,,
Gene pair,Rv tag,Mb tag,Gene,Annotation,Fxnal anno,Enzyme,Pathway,Theme,Reaction,Orthology,TB TPM avg,Bov TPM avg,log2FC ,padj,06hr_ctrl,pval06hr,24hr_ctrl,pval24hr,Avg
Rv1737c/Mb1766c,Rv1737c,Mb1766c,narK2,possible nitrate/nitrite transporter nark2,cell wall and cell processes,0,0,0,NO3_xt + H =  NO3 ,Identical,54.57574695,13.82849412,-1.756112647,0.0000000035953,-0.226237105,0.511764485,-0.263711021,0.410163801,-0.244974063
Rv3581c/Mb3612c,Rv3581c,Mb3612c,ispF,probable 2c-methyl-d-erythritol 2%2c4-cyclodiphosphate synthase ispf %28mecps%29,intermediate metabolism and respiration,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Polyprenoids biosynthesis,Other,2PCDPMDE = CMP + MDECPP,Identical,2135.192941,662.2831141,-1.749293848,0.0000000000000000905706,-0.652812986,0.058296885,0.701121131,0.038712846,0.024154073
Rv2275/Mb2298,Rv2275,Mb2298,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,481.3188623,147.6914822,-1.74225852,0.000000274496,-,-,-,-,-
5' end of Rv1718/Mb1746,Rv1718,Mb1746,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,60.23067139,18.01265238,-1.741487706,0.000000218,-,-,-,-,-
Rv1164/Mb1196,Rv1164,Mb1196,narI,PROBABLE RESPIRATORY NITRATE REDUCTASE GAMMA CHAIN NARI,intermediary metabolism and respiration,"nitrate reductase narGHIJ, or fused narX",Nitrogen metabolism,Other,MKH2 + NO3 + 0.001 MOLYBDENUM = MK + NO2 + 2 H,Variable,94.57979326,28.37537099,-1.736892733,0.000391549,-,-,-,-,-
3' end of Rv2812/Mb2836,Rv2812,Mb2836,0,PUTATIVE TRANSPOSASE [SECOND PART],insertion seqs and phages,-,-,-,-,Variable,5.810634342,1.749653349,-1.731626555,0.00032014,-,-,-,-,-
Rv0616c/Mb0633c,Rv0616c,Mb0633c,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,15.50067097,3.526210968,-1.726374259,0.000000319873,-,-,-,-,-
Rv1519/Mb1546,Rv1519,Mb1546,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,149.9314316,44.67148385,-1.716948305,0.00000856056,-,-,-,-,-
Rv3839/Mb3869,Rv3839,Mb3869,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,33.10612938,10.12680055,-1.708919904,0.0000503,-,-,-,-,-
Rv0114/Mb0118,Rv0114,Mb0118,gmhb,possible d-alphaCbeta-d-heptose-1C7-biphosphate phosphatase gmhb d-glycero-d-manno-heptose 7-phosphate kinase,intermediary metabolism and respiration,-,-,-,-,Variable,109.6671529,33.93609926,-1.692238829,0.001612567,-,-,-,-,-
Rv0699/Mb0719,Rv0699,Mb0719,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,16.63520754,4.410290786,-1.681501212,0.000302014,-,-,-,-,-
Rv2834c/Mb2858c,Rv2834c,Mb2858c,ugpE,probable sn-glycerol-3-phosphate transport integral membrane protein abc transporter ugpe,cell wall and cell processes,L-cysteine transport via ABC system,"Transport reactions, Osmotic shock-sensitive active transport (ABC system)",Transport reaction,ATP + CYS_xt = ADP + CYS + PI,Identical,29.71154935,9.328164699,-1.679916152,0.000000000000146436,-,-,-,-,-
Rv3418c/Mb3452c,Rv3418c,Mb3452c,groES,10 kda chaperonin groes %28protein cpn10%29 %28protein groes%29 %28bcg-a heat shock protein%29 %2810 kda antigen%29,0,-,-,-,-,Identical,1696.875148,540.3483269,-1.675495827,0.000000000121456,-1.087934114,0.000000000437138,-1.377447657,0.0000000000165185,-1.232690886
Rv2288/Mb2310,Rv2288,Mb2310,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,157.7124611,46.22571033,-1.675124261,0.00000017126,-,-,-,-,-
Rv0080/Mb0083,Rv0080,Mb0083,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,206.3647706,65.01579916,-1.666334455,0.00012559,0.210401879,0.356401915,-0.348498829,0.106372474,-0.069048475
Rv1716/Mb1744,Rv1716,Mb1744,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,52.04447827,16.43634928,-1.662855213,0.000000157,-,-,-,-,-
Rv2760c/Mb2781c,Rv2760c,Mb2781c,vapb42,possible antitoxin vapb42,"virulence, detoxification,adaptation",-,-,-,-,Identical,49.39837443,13.95335932,-1.658299928,0.00000000000170668,1.0571604,0.259356217,-1.471881202,0.099428865,-0.207360401
Rv1185c/Mb1217c,Rv1185c,Mb1217c,fadD21,probable fatty-acid-amp ligase fadd21 %28fatty-acid-amp synthetase%29 %28fatty-acid-amp synthase%29,lipid metabolism,-,-,-,-,Identical,668.684857,153.555462,-1.643630612,0.000000106451,-1.787725941,0.0000000000454496,-1.98918401,0.0000000000101065,-1.888454976
Rv0288/Mb0296,Rv0288,Mb0296,esxH,low molecular weight protein antigen 7 esxh %2810 kda antigen%29 %28cfp-7%29 %28protein tb10.4%29,cell wall and cell processes,-,-,-,-,Identical,2381.712974,834.075573,-1.635042865,0.00000524947,-1.50617575,0.000113868,-0.764694169,0.022173603,-1.135434959
3' end of Rv1260/Mb1291,Rv1260,Mb1291,0,PROBABLE OXIDOREDUCTASE [SECOND PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.6275079,67.63995993,-1.624981682,0.000245855,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
Rv1128c/Mb1159c,Rv1128c,Mb1159c,0,CONSERVED HYPOTHETICAL PROTEIN,insertion seqs and phages,-,-,-,-,Variable,102.2088254,33.1589578,-1.624049205,0.032025039,-,-,-,-,-
Rv0934/Mb0959,Rv0934,Mb0959,pstS1,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 PBP-1 PSTS1,cell wall and cell processes,phosphate transport via ATPase,"Transport reactions, Proton-linked active transport",Transport reaction,PI_xt + ATP = 2 PI + ADP ,Variable,241.2725883,78.81065796,-1.614201365,0.0000289,-3.380109777,0.00000000000545796,-3.036876521,0.0000000000272822,-3.208493149
Rv2377c/Mb2398c,Rv2377c,Mb2398c,mbtH,PUTATIVE CONSERVED PROTEIN MBTH,lipid metabolism,-,-,-,-,Variable,173.8171165,58.37164404,-1.57423055,0.000241816,-0.980487423,0.00000123733,-1.198980398,0.0000000876626,-1.08973391
Rv2276/Mb2299,Rv2276,Mb2299,cyp121,cytochrome p450 121 cyp121,intermediate metabolism and respiration,-,-,-,-,Identical,171.6678562,59.45159937,-1.567217637,0.0000043147,-0.864560406,0.011215784,-0.921429999,0.006774834,-0.892995203
Rv3310/Mb3338,Rv3310,Mb3338,sapm,acid phosphatase acid phosphomonoesterase phosphomonoesterase glycerophosphatase,intermediary metabolism and respiration,-,-,-,-,Variable,152.9706808,51.66106101,-1.566105985,0.000216652,-0.283649259,0.75343944,-2.275667301,0.00747307,-1.27965828
Rv3083/Mb3110,Rv3083,Mb3110,0,PROBABLE MONOOXYGENASE HYDROXYLASE,intermediary metabolism and respiration,-,-,-,-,Variable,44.86832848,15.21199877,-1.560487711,0.00745003,-,-,-,-,-
Rv1594/Mb1620,Rv1594,Mb1620,nadA,probable quinolinate synthetase nada,intermediate metabolism and respiration,quinolinate synthase,"Cofactor biosynthesis, Nicotinamide nucleotides (NAD+, NADP) biosynthesis",Cofactor biosynthesis,DHAP + ISUCC = PI + QA,Identical,1268.110907,452.963003,-1.559536167,0.000000000000000000000251581,-1.754599028,0.00000000336517,-2.267641484,0.0000000000943885,-2.011120256
Rv0989c/Mb1016c,Rv0989c,Mb1016c,grcC2,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 POLYPRENYL PYROPHOSPHATE SYNTHETASE,intermediary metabolism and respiration,-,-,-,-,Variable,62.88878479,21.43951963,-1.552530177,0.0000158,-0.813889504,0.0000190601,-1.055212102,0.000000792043,-0.934550803
Rv2396/Mb2418,Rv2396,Mb2418,PE_PGRS41,pe-pgrs family protein pe_pgrs41,PE/PPE,-,-,-,-,Variable,666.3388429,227.3627244,-1.551260248,0.000288422,-,-,-,-,-
5' end of Rv1260/Mb1290,Rv1260,Mb1290,0,PROBABLE OXIDOREDUCTASE [FIRST PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.6275079,71.97064812,-1.535448837,0.0000553,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
3' end of Rv2291/Mb2314,Rv2291,Mb2314,sseB,Probable thiosulfate sulfurtransferase SseB,intermediary metabolism and respiration,-,-,-,-,Variable,984.3244656,340.1454985,-1.532981957,0.00000719,-2.171449081,0.0000000095537,-1.766249582,0.000000177905,-1.968849332
5' end of Rv0073/Mb0074,Rv0073,Mb0074,0,PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ,cell wall and cell processes,-,-,-,-,Variable,314.6288496,108.8111717,-1.531824277,0.000061,-1.154127424,0.142137125,1.936152392,0.014810858,0.391012484
Rv2381c/Mb2402c,Rv2381c,Mb2402c,mbtD,polyketide synthetase mbtd %28polyketide synthase%29,lipid metabolism,"polyketide synthase mbtC, mbtD",mycobactin synthesis,Other,ACCOA + MALCOA + MBT_HOLO = 2.0 COA + MBTCD_HBA,Identical,82.44556617,29.98533355,-1.519614321,0.0000000120967,-2.273166321,0.00000187435,-1.80092105,0.0000308119,-2.037043686
Rv0083/Mb0086,Rv0083,Mb0086,0,PROBABLE OXIDOREDUCTASE,intermediary metabolism and respiration,-,-,-,-,Variable,13.27548397,4.631227724,-1.519297853,0.003717561,-1.350037557,0.003489503,-1.533187999,0.001136137,-1.441612778
Rv2376c/Mb2397c,Rv2376c,Mb2397c,cfp2,low molecular weight antigen cfp2 %28low molecular weight protein antigen 2%29 %28cfp-2%29,cell wall and cell processes,-,-,-,-,Identical,636.5510685,201.8970317,-1.517410915,0.000000000000000000000000000369654,-1.768142722,0.000000000806744,-1.611419117,0.00000000355127,-1.689780919
Rv2600/Mb2631,Rv2600,Mb2631,0,probable conserved integral membrane protein,cell wall and cell processes,-,-,-,-,Identical,214.9690688,80.19273513,-1.508314109,0.0000000000000080332,-,-,-,-,-
Rv2085/Mb2112,Rv2085,Mb2112,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,209.8423516,79.8150231,-1.507423067,0.0000000107356,-,-,-,-,-
Rv2518c/Mb2547c,Rv2518c,Mb2547c,ldtb,probable l%2cd-transpeptidase ldtb,cell wall and cell processes,-,-,-,-,Identical,169.1821162,54.26072797,-1.50310644,0.00000000000000000000000135886,-1.372376479,0.000000000102632,-0.986213388,0.0000000139906,-1.179294933
Rv1129c/Mb1160c,Rv1129c,Mb1160c,0,probable transcriptional regulator protein,regulatory proteins,-,-,-,-,Identical,122.6940709,19.64042351,-1.499113461,0.0213994,-1.535790906,0.00000255068,-0.832110009,0.001823072,-1.183950458
Rv1349/Mb1384,Rv1349,Mb1384,irtb,iron-regulated transporter irtb,cell wall and cell processes,ABC transporters,"lipid biosynthesis, Synthesis of mycolic acids, MYCOLIC ACID CONDENSATION",Lipid biosyntheis,0.48 ATP + 0.48 TREHALOSEMONOMYCOLATE(CY) = 0.48 ADP + 0.48 PI + TREHALOSEMONOMYCOLATE,Identical,59.53643493,21.36037273,-1.485049955,0.000000276317,-,-,-,-,-
Rv0196/Mb0202,Rv0196,Mb0202,0,possible transcriptional regulatory protein,regulatory proteins,-,-,-,-,Identical,11.17847435,3.255252258,-1.479087181,0.00000000378378,-1.026671482,0.001266882,-0.987140778,0.001594557,-1.00690613
Rv0285/Mb0293,Rv0285,Mb0293,PE5,pe family protein pe5,PE/PPE,-,-,-,-,Identical,367.5652262,145.0233302,-1.469829394,0.00000500066,-,-,-,-,-
Rv2811/Mb2834,Rv2811,Mb2834,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,13.43792636,4.619744438,-1.468799385,0.00000293296,-,-,-,-,-
Rv1396c/Mb1431c,Rv1396c,Mb1431c,PE_PGRS25,pe-pgrs family protein pe_pgrs25,PE/PPE,-,-,-,-,Variable,177.8149177,65.09206163,-1.44982285,0.010975896,-,-,-,-,-
3' end of Rv2030c/Mb2055c,Rv2030c,Mb2055c,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,74.32392691,27.21621802,-1.449360125,0.038314557,-3.473268071,0,-2.913963184,0.000000000000197262,-3.193615628
Rv3051c/Mb3077c,Rv3051c,Mb3077c,nrdE,ribonucleoside-diphosphate reductase %28alpha chain%29 nrde %28ribonucleotide reductase small subunit%29 %28r1f protein%29,information pathways,"ribonucleoside-diphosphate reductase, nrdE and nrdF2","Nucleotide biosynthesis, de novo biosynthesis of pyrimidine ribonucleotides ",Nucleotide biosynthesis,CDP + O2 + RTHIO = DCDP + OTHIO,Identical,1671.306167,615.3380961,-1.438191478,0.0000000542631,-1.847646482,0.00000000305754,-2.472506547,0.0000000000511343,-2.160076515
Rv2755c/Mb2776c,Rv2755c,Mb2776c,hsdS',possible type i restriction/modification system specificity determinant %28fragment%29 hsds.1 %28s protein%29,information pathways,-,-,-,-,Identical,50.4290948,19.09391748,-1.43213669,0.00000033832,-,-,-,-,-
Rv1751/Mb1780,Rv1751,Mb1780,0,PROBABLE OXIDOREDUCTASE,intermediary metabolism and respiration,-,-,-,-,Variable,536.8012464,199.0715126,-1.431101237,0.00014675,-2.101831124,0.000000000000269784,-2.117132471,0.000000000000248426,-2.109481797
5' end of Rv2227/Mb2251,Rv2227,Mb2251,0,conserved hypothetical protein [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,30.48631084,11.37944249,-1.421731702,0.000170117,-,-,-,-,-
Rv1505c/Mb1543c,Rv1505c,Mb1543c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,135.2194213,51.3857675,-1.416019538,0.00000000000000104457,0.469928996,0.046787243,1.575193174,0.00000115265,1.022561085
5' end of Rv3479/Mb3507,Rv3479,Mb3507,0,HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals ,-,-,-,-,Variable,200.115726,75.14444108,-1.413096258,0.003002049,-2.418365064,0.000000000000797623,-2.357366905,0.00000000000144766,-2.387865984
Rv2162c/Mb2186c,Rv2162c,Mb2186c,PE_PGRS38,pe-pgrs family protein pe_pgrs38,PE/PPE,-,-,-,-,Variable,288.8773712,108.6306825,-1.41102555,0.002749688,-,-,-,-,-
Rv2123/Mb2147,Rv2123,Mb2147,PPE37,ppe family protein ppe37,PE/PPE,-,-,-,-,Variable,11.61610926,4.380761206,-1.406873447,0.00071251,-,-,-,-,-
3' end of Rv2072c/Mb2098c,Rv2072c,Mb2098c,cobLb,Probable precorrin-6y methyltransferase CobLb [SECOND PART],intermediary metabolism and respiration," probable precorrin-6Y C5,15-methyltransferase (decarboxylating), cobl","Cofactor biosynthesis, cobalamin biosynthesis",Cofactor biosynthesis,PRECORIN_6Y + 2 SAM = PRECORIN_8X + 2 SAH + CO2 + 3 H,Variable,19.37832364,7.309274337,-1.406643685,0.001205259,-,-,-,-,-
3' end of Rv2395/Mb2417,Rv2395,Mb2417,0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN [SECOND PART],cell wall and cell processes,-,-,-,-,Variable,130.487093,49.24121034,-1.405968982,0.0000649,-,-,-,-,-
Rv3312c/Mb3340c,Rv3312c,Mb3340c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,98.38091156,28.77213506,-1.39841749,0.000000076073,-,-,-,-,-
Rv0082/Mb0085,Rv0082,Mb0085,0,probable oxidoreductase,intermediate metabolism and respiration,-,-,-,-,Identical,58.14560161,16.51485228,-1.390249746,0.000000399835,-1.458735552,0.0000485458,-1.676426629,0.00000960492,-1.567581091
3' end of Rv2742c/Mb2762c,Rv2742c,Mb2762c,0,CONSERVED HYPOTHETICAL ARGININE RICH PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,82.87295885,31.65525983,-1.388456195,0.000136472,-,-,-,-,-
Rv1924c/Mb1959c,Rv1924c,Mb1959c,0,unknown protein,Conserved hypothetical protein,-,-,-,-,Identical,266.161641,104.9215169,-1.380171374,0.0000000000186989,-1.333923418,0.0000056188,-1.281637891,0.00000906366,-1.307780655
Rv1103c/Mb1133c,Rv1103c,Mb1133c,maze3,possible antitoxin maze3,"virulence, detoxification,adaptation",-,-,-,-,Identical,363.0405782,133.2613418,-1.378412604,0.0000000000533285,0.107349229,0.867131404,0.687480487,0.214673588,0.397414858
Rv2830c/Mb2854c,Rv2830c,Mb2854c,vapb22,possible antitoxin vapb22,insertion seqs and phages,-,-,-,-,Variable,200.9272788,77.62382705,-1.372101976,0.0000000786,-,-,-,-,-
Rv3398c/Mb3431c,Rv3398c,Mb3431c,idsA1,probable multifunctional geranylgeranyl pyrophosphate synthetase idsa1 %28ggpp synthetase%29 %28ggppsase%29 %28geranylgeranyl diphosphate synthase%29: dimethylallyltransferase %28prenyltransferase%29 %28geranyl-diphosphate synthase%29 %2b geranyltranstransferase %28farnesyl-diphosphate synthase%29 %28farnesyl-pyrophosphate synthetase%29 %28farnesyl diphosphate synthetase%29 %28fpp synthetase%29 %2b farnesyltranstransferase %28geranylgeranyl-diphosphate synthase%29,lipid metabolism,dimethylallyltranstransferase,Polyprenoids biosynthesis,Other,DMPP + IPP = GPP + PPI,Identical,44.18916268,18.0149553,-1.371212903,0.00000000175003,-,-,-,-,-
5' end of Rv3061c/Mb3088c,Rv3061c,Mb3088c,fadE22a,PROBABLE ACYL-COA DEHYDROGENASE FADE22a [FIRST PART],lipid metabolism,-,-,-,-,Variable,76.42399684,29.63004284,-1.366964998,0.009116599,-1.955900701,0.000000000336883,-1.810608808,0.00000000119567,-1.883254754
Rv2379c/Mb2400c,Rv2379c,Mb2400c,mbtF,PEPTIDE SYNTHETASE MBTF PEPTIDE SYNTHASE,lipid metabolism,-,-,-,-,Variable,136.5757071,52.95922469,-1.366746986,0.000625864,-1.467758288,0.00000000444968,-0.931827692,0.00000241505,-1.19979299
Rv3920c/Mb3951c,Rv3920c,Mb3951c,0,conserved protein similar to jag protein,conserved hypotheticals,-,-,-,-,Variable,877.5170818,341.5421509,-1.361363572,0.02127643,0.139683047,0.245052581,0.17029441,0.136533314,0.154988728
Rv2832c/Mb2856c,Rv2832c,Mb2856c,ugpC,probable sn-glycerol-3-phosphate transport atp-binding protein abc transporter ugpc,cell wall and cell processes,-,-,-,-,Identical,24.6825199,10.08405835,-1.360595422,0.00000000000176483,-1.204803891,0.005730674,-1.052797417,0.012269441,-1.128800654
Rv0951/Mb0976,Rv0951,Mb0976,sucC,PROBABLE SUCCINYL-COA SYNTHETASE BETA CHAIN SUCC SCS-BETA,intermediary metabolism and respiration,succinate-CoA ligase,Citrate cycle (TCA cycle),Central carbon metabolism,ADP + PI + SUCCOA = ATP + COA + SUCC,Variable,467.1838945,182.1883634,-1.358559725,0.000294206,-0.573050413,0.0000000941636,-0.618741296,0.0000000372941,-0.595895855
Rv0286/Mb0294,Rv0286,Mb0294,PPE4,ppe family protein ppe4,PE/PPE,-,-,-,-,Identical,956.0066703,413.817376,-1.355619454,0.00000599291,-1.612832779,0.0000000052313,-1.134287701,0.000000709562,-1.37356024
Rv2116/Mb2140,Rv2116,Mb2140,lppK,conserved lipoprotein lppk,cell wall and cell processes,-,-,-,-,Identical,128.130853,48.93699346,-1.354165896,0.000000000411488,-,-,-,-,-
Rv3053c/Mb3079c,Rv3053c,Mb3079c,nrdH,probable glutaredoxin electron transport component of nrdef %28glutaredoxin-like protein%29 nrdh,information pathways,-,-,-,-,Identical,3620.698739,1334.749272,-1.346535217,0.00000262962,-0.740761969,0.08910132,-2.133257818,0.0000451531,-1.437009894
Rv0420c/Mb0428c,Rv0420c,Mb0428c,0,POSSIBLE TRANSMEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,232.5680519,91.79942921,-1.341095837,0.00000402,-,-,-,-,-
Rv3084/Mb3111,Rv3084,Mb3111,lipR,probable acetyl-hydrolase/esterase lipr,intermediate metabolism and respiration,-,-,-,-,Identical,16.9882601,6.149302821,-1.337947414,0.0000260038,-0.317329194,0.007206733,-0.462277846,0.000296908,-0.38980352
Rv0075/Mb0077,Rv0075,Mb0077,0,probable aminotransferase,intermediate metabolism and respiration,-,-,-,-,Identical,151.6784123,58.25686627,-1.336616094,0.00000000000146682,-1.176888015,0.0000000824562,-1.214127799,0.0000000588133,-1.195507907
Rv2628/Mb2661,Rv2628,Mb2661,0,HYPOTHETICAL PROTEIN,conserved hypotheticals ,-,-,-,-,Variable,79.2886383,31.43416324,-1.334780789,0.000704166,-,-,-,-,-
Rv3678A/Mb3703c,Rv3678A,Mb3703c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,707.3348034,273.2923157,-1.333102532,0.0000000331004,0.26608399,0.478049943,1.261415113,0.001213922,0.763749551
3' end of Rv1809/Mb1839,Rv1809,Mb1839,PPE33b,PPE FAMILY PROTEIN [SECOND PART],PE/PPE,-,-,-,-,Variable,134.1527485,53.42511314,-1.328286649,0.001991496,-,-,-,-,-
Rv3825c/Mb3855c,Rv3825c,Mb3855c,pks2,polyketide synthase pks2,lipid metabolism,0,"lipid biosynthesis, synthesis of branched fatty acids, synthesis of pthioceranic acid",Lipid biosyntheis,HEXADECANOYL_MAS + 6 SMMALONYLCOA + 12 NADPH = PTHIOCERANOYL_COA + 12 NADP + 6 CO2 + 5 COA + MAS,Identical,473.427467,47.87012775,-1.318638408,0.028647117,-2.679515556,0.000000000000985905,-2.488104581,0.0000000000032537,-2.583810069
Rv0087/Mb0090,Rv0087,Mb0090,hycE,possible formate hydrogenase hyce fhl,intermediary metabolism and respiration,-,-,-,-,Variable,23.29042985,9.3388732,-1.318416872,0.003304085,-1.485377997,0.0000000352623,-1.034697664,0.0000045632,-1.260037831
Rv3085/Mb3112,Rv3085,Mb3112,0,probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration,-,-,-,-,Identical,18.90798515,6.063570154,-1.317980021,0.000114204,-1.333119807,0.042323922,-1.258887252,0.048201709,-1.296003529
Rv1483/Mb1519,Rv1483,Mb1519,fabG1,3-oxoacyl-[acyl-carrier protein] reductase fabg1 %283-ketoacyl-acyl carrier protein reductase%29 %28mycolic acid biosynthesis a protein%29,lipid metabolism,"MabA (Rv1483) known to carry out this beta-ketoacyl-ACP reductase but numerous homologues exist including FabG2, FabG3, FabG4 and FabG5. ","lipid biosynthesis, Synthesis of mycolic acids, FASIIA module",Lipid biosyntheis,BETA_KETO_C22_ACYL_ACP + NADPH = D_3_HYDROXY_C22_ACYL_ACP + NADP,Identical,427.6997017,177.1367745,-1.317584281,0.0000472056,0.218292596,0.230558509,-0.160471419,0.359408105,0.028910588
Rv1683/Mb1710,Rv1683,Mb1710,0,possible bifunctional enzyme%3b long-chain acyl-coa synthase and lipase.,lipid metabolism,-,-,-,-,Identical,170.017333,62.7308221,-1.312189957,0.000000000000000000000365986,0.056907806,0.801350684,0.041336094,0.848095723,0.04912195
Rv3140/Mb3164,Rv3140,Mb3164,fadE23,probable acyl-coa dehydrogenase fade23,lipid metabolism,acyl-CoA dehydrogenase,Propanoate metabolism,Central carbon metabolism,MK + PROPIONYLCOA = ACRCOA + MKH2,Identical,938.879293,342.7125436,-1.309731276,0.0000000883397,-1.4510582,0.0000000238628,-1.697799575,0.00000000278259,-1.574428888
Rv1719/Mb1748,Rv1719,Mb1748,0,probable transcriptional regulatory protein,regulatory proteins,-,-,-,-,Identical,20.37899825,8.182220378,-1.30654911,0.000000000048468,-0.021519214,0.916733262,-0.223378881,0.193194888,-0.122449047
Rv1348/Mb1383,Rv1348,Mb1383,irta,iron-regulated transporter irta,cell wall and cell processes,ABC transporters,"lipid biosynthesis, Synthesis of mycolic acids, MYCOLIC ACID CONDENSATION",Lipid biosyntheis,0.48 ATP + 0.48 TREHALOSEMONOMYCOLATE(CY) = 0.48 ADP + 0.48 PI + TREHALOSEMONOMYCOLATE,Identical,82.31926726,33.07748824,-1.302770721,0.0000000685065,-1.505787469,0.000581819,-1.82849784,0.0000761333,-1.667142655
Rv1807/Mb1836,Rv1807,Mb1836,PPE31,ppe family protein ppe31,PE/PPE,-,-,-,-,Variable,27.56881563,11.18596232,-1.301347913,0.004493578,-,-,-,-,-
Rv3726/Mb3753,Rv3726,Mb3753,0,possible dehydrogenase,intermediary metabolism and respiration,-,-,-,-,Variable,136.8451553,55.57060442,-1.300150523,0.00000362,-0.127352234,0.635728224,0.497513082,0.047576107,0.185080424
Rv3743c/Mb3769c,Rv3743c,Mb3769c,ctpJ,probable cation transporter p-type atpase ctpj,cell wall and cell processes,-,-,-,-,Identical,11.39843195,4.3957488,-1.299579131,0.0000024642,-,-,-,-,-
Rv0287/Mb0295,Rv0287,Mb0295,esxG,esat-6 like protein esxg %28conserved protein tb9.8%29,cell wall and cell processes,-,-,-,-,Identical,2059.097539,929.0032679,-1.295403233,0.00000175183,-1.851609348,0.000742577,-0.729213484,0.127537667,-1.290411416
Rv2070c/Mb2096c,Rv2070c,Mb2096c,cobK,precorrin-6x reductase cobk,intermediary metabolism and respiration,probable precorrin-6x reductase ,"Cofactor biosynthesis, cobalamin biosynthesis",Cofactor biosynthesis,PRECORIN_6X + NADPH + 2 H = PRECORIN_6Y + NADP,Variable,29.7829961,12.15292629,-1.293185152,0.00000736,-2.371902518,0.00000000157671,-2.734450984,0.000000000196556,-2.553176751
Rv2756c/Mb2777c,Rv2756c,Mb2777c,hsdM,POSSIBLE TYPE I RESTRICTION/MODIFICATION SYSTEM DNA METHYLASE HSDM M PROTEIN DNA METHYLTRANSFERASE,information pathways,-,-,-,-,Variable,51.79784868,21.27991533,-1.283399769,0.0000553,0.728951595,0.004719407,-0.141726341,0.556006394,0.293612627
Rv1252c/Mb1284c,Rv1252c,Mb1284c,lprE,probable lipoprotein lpre,cell wall and cell processes,-,-,-,-,Identical,68.09528278,29.22429155,-1.277818252,0.00000000519863,-,-,-,-,-
Rv2380c/Mb2401c,Rv2380c,Mb2401c,mbtE,peptide synthetase mbte %28peptide synthase%29,lipid metabolism,peptide synthetase,mycobactin synthesis,Other,ATP + LYS + MBT_HOLO = AMP + MBTE_LYS + PPI,Identical,112.2872405,48.58916049,-1.276517736,0.0000000000359473,-1.262718169,0.0000139346,-0.729464974,0.002834136,-0.996091572
Rv2378c/Mb2399c,Rv2378c,Mb2399c,mbtG,lysine-n-oxygenase mbtg %28l-lysine 6-monooxygenase%29 %28lysine n6-hydroxylase%29,lipid metabolism,-,-,-,-,Identical,106.1034148,46.84122505,-1.270573828,0.0000000172505,-1.555848462,0.008707407,0.387586984,0.488675396,-0.584130739
Rv1179c/Mb1212c,Rv1179c,Mb1212c,0,unknown protein,Conserved hypothetical protein,-,-,-,-,Identical,83.62709203,23.72067411,-1.266097467,0.0000505013,-0.999600866,0.000103169,-0.856511537,0.000453203,-0.928056202
Rv2905/Mb2929,Rv2905,Mb2929,lppW,probable conserved alanine rich lipoprotein lppw,cell wall and cell processes,-,-,-,-,Identical,735.6971081,274.188026,-1.263741812,0.00000000000593726,0.213887462,0.429411998,-0.353121565,0.160197275,-0.069617052
Rv1897c/Mb1932c,Rv1897c,Mb1932c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,61.68227743,25.1366382,-1.23990004,0.000000000205654,-,-,-,-,-
