"Name","Type","Product","Start","End","Gene Length","No.Insertion sites","Insertion Index","Av. Coverage","No.Insertion sites DP>5","Insertion Index DP>5","Av. Coverage DP>5","Pos. IS","No.reads per IS","Total no. IS"
"MB0511","CDS","PROBABLE PYRROLINE-5-CARBOXYLATE REDUCTASE PROC %28P5CR%29 %28P5C REDUCTASE%29",591234,592121,888,3,0.00337837837837838,4,1,0.00112612612612613,17,"591209;592045;592077","17,2,4",23
"MB0512","CDS","Excisionase-like protein SCO3328",592262,592498,237,13,0.0548523206751055,11,9,0.0379746835443038,17,"592154;592163;592195;592269;592272;592379;592380;592387;592470;592488;592494;592496;592498","12,2,8,11,79,2,2606,8,1,4,17,29,107",2886
"MB0512A","CDS","30S small ribosomal subunit",592626,592727,102,7,0.0686274509803922,14,5,0.0490196078431373,21,"592606;592609;592612;592614;592652;592677;592727","21,14,98,35,4,2,14",188
"MB0513","CDS","POSSIBLE UDP-GLUCOSE 4-EPIMERASE GALE2 %28GALACTOWALDENASE%29 %28UDP-GALACTOSE 4-EPIMERASE%29 %28URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE%29 %28URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE%29",592805,593935,1131,38,0.0335985853227233,3,18,0.0159151193633952,13.5,"592727;592770;592870;593036;593037;593038;593113;593154;593226;593242;593258;593270;593325;593326;593344;593376;593388;593443;593533;593568;593598;593607;593651;593652;593686;593691;593720;593725;593737;593761;593767;593809;593817;593838;593855;593879;593885;593935","14,13,1,51,3,3,1,32,19,1,2,6,10,1,5,12,2,21,3,5,1,3,3,5,17,28,20,20,3,2,7,1,6,3,3,2,3,1",333
"MB0514","CDS","Phospholipid/glycerol acyltransferase",593942,595018,1077,39,0.0362116991643454,6,20,0.0185701021355617,17.5,"593838;593855;593879;593885;593935;594123;594172;594241;594290;594419;594492;594537;594549;594610;594624;594650;594675;594677;594686;594689;594721;594742;594780;594793;594804;594857;594859;594861;594907;594940;594971;594972;594976;594977;594978;594979;594985;594986;594994","3,3,2,3,1,2,18,7,11,139,17,245,8,8,4,1,4,4,2,1,3,15,1,8,24,1,215,6,61,8,2,44,55,7,2,1,114,1,47",1098
"MB0515c","CDS","CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 2 CMAA2 %28CYCLOPROPANE FATTY ACID SYNTHASE%29 %28CFA SYNTHASE%29 %28CYCLOPROPANE MYCOLIC ACID SYNTHASE 2%29 %28MYCOLIC ACID TRANS-CYCLOPROPANE SYNTHETASE%29",595022,595930,909,38,0.0418041804180418,13.5,28,0.0308030803080308,26,"594907;594940;594971;594972;594976;594977;594978;594979;594985;594986;594994;595025;595058;595075;595090;595094;595103;595112;595129;595130;595132;595133;595193;595247;595250;595330;595448;595492;595610;595642;595652;595681;595693;595744;595760;595811;595826;595862","61,8,2,44,55,7,2,1,114,1,47,33,18,64,327,71,173,70,12,1,78,4,14,9,46,3,20,16,8,19,7,1,13,7,32,11,2,1",1402
"MB0516c","CDS","UPF0336 protein",595953,596453,501,8,0.0159680638722555,4.5,4,0.00798403193612774,31.5,"595862;595944;595956;596361;596368;596375;596432;596433","1,7,1,60,12,2,1,51",135
"MB0517c","CDS","POSSIBLE PHOSPHOSERINE PHOSPHATASE SERB1 %28PSP%29 %28O-PHOSPHOSERINE PHOSPHOHYDROLASE%29 %28PSPASE%29",596615,597736,1122,12,0.0106951871657754,3,5,0.00445632798573975,47,"596551;596615;597426;597432;597544;597550;597642;597689;597693;597714;597717;597726","3,47,7,1,2,3,2,171,325,13,1,2",577
"MB0518","CDS","PROBABLE CONSERVED MEMBRANE PROTEIN MMPS2",597910,598353,444,18,0.0405405405405405,25.5,14,0.0315315315315315,33,"597802;597811;597832;597835;597844;597861;597873;597880;597883;597980;597998;598002;598019;598054;598098;598137;598172;598247","8,324,13,44,1,2,50,17,35,46,45,3,21,31,44,15,30,2",731
"MB0519","CDS","PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL2",598350,601256,2907,84,0.0288957688338493,10.5,55,0.0189198486412109,32,"598247;598355;598390;598391;598392;598473;598509;598531;598648;598649;598660;598661;598671;598690;598756;598766;598778;598789;598808;598812;598818;598862;598870;598874;598880;598930;598936;598980;598988;598998;599002;599039;599071;599101;599167;599189;599193;599194;599195;599219;599223;599273;599285;599312;599341;599391;599442;599443;599444;599561;599565;599617;599683;599689;599818;599877;599936;599950;599956;599995;600068;600074;600075;600084;600159;600186;600188;600193;600202;600207;600277;600325;600426;600428;600437;600544;600555;600810;600828;600906;600907;601024;601138;601256","2,32,4,635,2,21,550,14,6,41,39,3,2,64,119,55,49,14,114,37,3,13,47,36,13,55,5,7,48,13,3,5,2,22,30,1,3,317,2,49,3,6,67,244,10,6,1,60,1,98,11,1,4,96,13,4,43,2,6,46,29,7,1,4,7,21,10,1,1,15,4,33,57,1,1,63,2,1,2,6,1,14,45,7",3532
"MB0520","CDS","Glutaredoxin-like domain-containing protein PA3033",601249,601542,294,14,0.0476190476190476,12.5,12,0.0408163265306122,27,"601138;601256;601343;601378;601380;601411;601424;601437;601461;601496;601498;601529;601537;601542","45,7,14,72,11,61,5,2,40,69,6,57,3,5",397
"MB0521","CDS","probable glutamyl-trna reductase hema %28glutr%29",601592,602998,1407,7,0.00497512437810945,13,6,0.00426439232409382,26.5,"601496;601498;601529;601537;601542;601555;601563","69,6,57,3,5,40,13",193
"MB0523","CDS","PROBABLE PORPHOBILINOGEN DEAMINASE HEMC %28PBG%29 %28HYDROXYMETHYLBILANE SYNTHASE%29 %28HMBS%29 %28PRE-UROPORPHYRINOGEN SYNTHASE%29",603008,603937,930,0,0,0,0,0,0,"0","0",0
"MB0524","CDS","PROBABLE UROPORPHYRIN-III C-METHYLTRANSFERASE HEMD %28UROPORPHYRINOGEN III METHYLASE%29 %28UROGEN III METHYLASE%29 %28SUMT%29 %28UROGEN III METHYLASE%29 %28UROM%29",603970,605667,1698,0,0,0,0,0,0,"0","0",0
"MB0525","CDS","PROBABLE DELTA-AMINOLEVULINIC ACID DEHYDRATASE HEMB %28PORPHOBILINOGEN SYNTHASE%29 %28ALAD%29 %28ALADH%29",605753,606742,990,3,0.00303030303030303,4,1,0.00101010101010101,42,"606620;606678;606738","4,42,2",48
"MB0526","CDS","POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN",606755,607303,549,6,0.0109289617486339,4,3,0.00546448087431694,42,"606678;606738;606796;606817;606896;606924","42,2,67,1,6,1",119
"MB0527","CDS","POSSIBLE TRANSMEMBRANE PROTEIN",607300,607599,300,2,0.00666666666666667,16.5,2,0.00666666666666667,16.5,"607328;607446","14,19",33
"MB0528","CDS","CONSERVED 13E12 REPEAT FAMILY PROTEIN",607702,609213,1512,31,0.0205026455026455,17,24,0.0158730158730159,36,"607871;607961;607989;608036;608055;608077;608079;608120;608126;608195;608244;608558;608659;608669;608676;608711;608719;608777;608787;608806;608809;608810;608837;608884;608897;608924;608928;609015;609095;609170;609171","6,35,13,1,31,3,91,1,211,7,176,19,47,7,17,3,9,77,5,92,1,37,12,7,164,153,80,92,1,1,40",1439
"MB0529c","CDS","possible anti-anti-sigma factor",609210,609686,477,18,0.0377358490566038,28,14,0.0293501048218029,47,"609095;609170;609171;609232;609262;609289;609350;609380;609473;609497;609564;609574;609591;609615;609617;609648;609670;609682","1,1,40,80,156,54,82,38,189,8,17,15,2,8,4,18,164,103",980
"MB0530","CDS","POSSIBLE MEMBRANE ACYLTRANSFERASE",609897,611207,1311,37,0.0282227307398932,16,28,0.0213577421815408,30.5,"609792;609816;609857;609881;609898;609910;609929;609934;610022;610047;610066;610140;610150;610184;610191;610249;610268;610309;610351;610367;610409;610469;610483;610485;610601;610603;610639;610757;610804;610827;610855;610922;610938;610939;610945;610973;611057","3,134,14,3,67,23,1,5,71,74,1,124,5,26,36,179,6,1165,16,220,2,16,6,15,22,3,5,3,8,37,201,13,1,252,3,35,107",2902
"MB0531","CDS","POSSIBLE EXPORTED PROTEIN",611339,612034,696,21,0.0301724137931034,12,14,0.0201149425287356,27.5,"611237;611241;611242;611261;611325;611355;611359;611361;611363;611443;611451;611479;611481;611702;611713;611765;611820;611831;611868;611970;611986","29,43,3,2,1,44,47,12,8,1,1,3,11,23,26,3,83,42,21,32,8",443
"MB0532c","CDS","POSSIBLE CONSERVED MEMBRANE PROTEIN",612322,613224,903,15,0.0166112956810631,7,9,0.00996677740863787,33,"612207;612208;612325;612333;612414;612423;612451;612541;612665;612666;612667;612704;612784;613103;613221","32,1,33,2,5,36,3,38,2,96,24,4,73,1,7",357
"MB0533","CDS","POSSIBLE METHYLTRANSFERASE/METHYLASE %28FRAGMENT%29",613405,613755,351,11,0.0313390313390313,22,8,0.0227920227920228,36.5,"613348;613381;613406;613433;613466;613499;613551;613589;613631;613707;613749","29,8,71,52,50,3,22,3,12,1,44",295
"MB0534","CDS","POSSIBLE METHYLTRANSFERASE/METHYLASE %28FRAGMENT%29",613748,614053,306,10,0.0326797385620915,20.5,7,0.0228758169934641,44,"613707;613749;613773;613825;613879;613891;613997;614022;614025;614026","1,44,45,3,163,44,21,9,1,20",351
"MB0535","CDS","PROBABLE GABA PERMEASE GABP %284-AMINO BUTYRATE TRANSPORT CARRIER%29 %28GAMA-AMINOBUTYRATE PERMEASE%29",614188,615492,1305,31,0.0237547892720306,7,21,0.0160919540229885,10,"614140;614144;614162;614280;614303;614309;614361;614366;614370;614421;614479;614604;614661;614722;614779;614917;614918;614920;614937;615036;615038;615078;615125;615196;615243;615269;615329;615381;615387;615436;615447","9,9,19,21,10,7,5,25,6,1,7,5,3,4,4,1,68,6,2,271,4,39,1,70,1,10,16,134,2,5,11",776
"MB0536c","CDS","conserved protein",615476,615871,396,15,0.0378787878787879,7,10,0.0252525252525253,12.5,"615381;615387;615436;615447;615499;615554;615559;615677;615718;615811;615822;615831;615836;615861;615865","134,2,5,11,2,5,7,14,9,1,21,164,15,2,3",395
"MB0537","CDS","PROBABLE GLUTAMATE-1-SEMIALDEHYDE 2%2C1-AMINOMUTASE HEML %28GSA%29 %28GLUTAMATE-1-SEMIALDEHYDE AMINOTRANSFERASE%29 %28GSA-AT%29",615985,617373,1389,3,0.00215982721382289,37,2,0.00143988480921526,55.5,"615940;615949;615979","37,74,2",113
"MB0538","CDS","Hypothetical%2C related to broad specificity phosphatases COG0406",617373,617981,609,2,0.00328407224958949,50,2,0.00328407224958949,50,"617842;617960","57,43",100
"MB0539","CDS","POSSIBLE THIOREDOXIN PROTEIN %28THIOL-DISULFIDE INTERCHANGE PROTEIN%29",617996,618646,651,1,0.00153609831029186,43,1,0.00153609831029186,43,"617960","43",43
"MB0540","CDS","POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA",618643,619422,780,0,0,0,0,0,0,"0","0",0
"MB0541","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",619455,621044,1590,0,0,0,0,0,0,"0","0",0
"MB0542","CDS","POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCSA",621041,622015,975,0,0,0,0,0,0,"0","0",0
"MB0543","CDS","ATPases involved in chromosome partitioning",622057,623274,1218,20,0.0164203612479475,6.5,13,0.0106732348111658,11,"622081;622139;622199;622210;622245;622254;622257;622292;622410;622616;622700;622733;622798;622809;622818;622851;622916;622927;623166;623274","11,24,12,18,2,2,9,14,178,2,1,5,8,5,136,3,5,1,8,1",445
"MB0543A","CDS","Conserved protein",623271,623432,162,7,0.0432098765432099,6,4,0.0246913580246914,16.5,"623166;623274;623284;623309;623338;623340;623391","8,1,3,6,56,25,1",100
"MB0544","CDS","POSSIBLE CONSERVED MEMBRANE PROTEIN",623479,623796,318,1,0.00314465408805031,1,0,0,0,"623391","1",1
"MB0545","CDS","PE-PGRS FAMILY PROTEIN %5BFIRST PART%5D",623943,625688,1746,13,0.00744558991981672,8,7,0.00400916380297824,24,"623903;623998;624009;624010;624085;624116;624128;624233;624235;624686;624988;625318;625635","2,8,1,24,1,10,24,1,253,109,1,23,2",459
"MB0546","CDS","PE-PGRS FAMILY PROTEIN %5BSECOND PART%5D",625594,625821,228,4,0.0175438596491228,5.5,2,0.0087719298245614,26.5,"625635;625703;625759;625821","2,9,1,44",56
"MB0547c","CDS","3-OXOACYL-%5BACYL-CARRIER-PROTEIN%5D SYNTHASE III FABH %28BETA-KETOACYL-ACP SYNTHASE III%29 %28KAS III%29",625717,626724,1008,22,0.0218253968253968,7,12,0.0119047619047619,36.5,"625635;625703;625759;625821;625852;625853;625971;626012;626130;626133;626134;626141;626251;626270;626388;626478;626513;626596;626615;626617;626631;626642","2,9,1,44,1,39,687,1,3,11,1,2,11,117,93,4,5,34,4,99,11,3",1182
"MB0548c","CDS","1%2C4-DIHYDROXY-2-NAPHTHOATE OCTAPRENYLTRANSFERASE MENA %28DHNA-OCTAPRENYLTRANSFERASE%29",626806,627684,879,5,0.00568828213879408,2,2,0.00227531285551763,38,"626735;626760;626876;627633;627681","65,2,1,2,11",81
"MB0549","CDS","PROBABLE 5%27-METHYLTHIOADENOSINE PHOSPHORYLASE PNP %28MTA PHOSPHORYLASE%29",627701,628495,795,10,0.0125786163522013,15,6,0.00754716981132075,69.5,"627633;627681;627751;627768;627886;627938;627939;628057;628170;628288","2,11,19,1,2,1,925,102,37,146",1246
"MB0550","CDS","PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 %28GALACTOWALDENASE%29 %28UDP-GALACTOSE 4-EPIMERASE%29 %28URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE%29 %28URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE%29",628492,629532,1041,9,0.00864553314121038,2,4,0.00384245917387128,11.5,"628637;628755;628982;629100;629244;629291;629362;629409;629451","8,5,15,32,1,2,1,1,2",67
"MB0551c","CDS","PROBABLE INTEGRAL MEMBRANE PROTEIN",629542,630975,1434,22,0.0153417015341702,15,16,0.0111576011157601,21,"629451;629658;629660;629747;629776;629865;629883;630001;630072;630190;630223;630279;630341;630387;630397;630406;630472;630524;630587;630759;630877;630957","2,64,7,120,48,43,4,1,21,24,19,5,12,1,8,33,1,25,1,14,21,16",490
"MB0552","CDS","POSSIBLE CONSERVED MEMBRANE PROTEIN",631284,632930,1647,20,0.0121432908318154,3,8,0.00485731633272617,42.5,"631204;631210;631232;631295;631529;631647;631674;631792;631800;631912;631918;631936;632012;632030;632054;632230;632231;632256;632374;632916","1,1,3,3,1,75,10,1,3,1,97,5,8,2,3,1,1754,4,5,137",2115
"MB0553","CDS","PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE %28DOLICHOL-PHOSPHATE SUGAR SYNTHETASE%29 %28DOLICHOL-PHOSPHATE SUGAR TRANSFERASE%29 %28SUGAR PHOSPHORYLDOLICHOL SYNTHASE%29",632987,633619,633,8,0.0126382306477093,4.5,4,0.00631911532385466,14,"632916;632944;632951;633079;633081;633197;633411;633529","137,1,7,2,1,1,12,16",177
"MB0554","CDS","cell wall biogenesis",633616,634278,663,7,0.0105580693815988,16,5,0.00754147812971342,19,"633529;633679;633707;633797;634141;634184;634259","16,11,3,19,1,40,23",113
"MB0555c","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN",634299,635648,1350,6,0.00444444444444444,14.5,4,0.00296296296296296,23,"634184;634259;634302;634675;634709;634827","40,23,23,1,6,2",95
"MB0556c","CDS","POSSIBLE O-SUCCINYLBENZOIC ACID--COA LIGASE MENE %28OSB-COA SYNTHETASE%29 %28O-SUCCINYLBENZOATE-COA SYNTHASE%29",635660,636748,1089,1,0.000918273645546373,4,0,0,0,"635663","4",4
"MB0557c","CDS","conserved protein",636817,637119,303,2,0.0066006600660066,16.5,2,0.0066006600660066,16.5,"637041;637064","23,10",33
"MB0558c","CDS","POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN",637179,637457,279,13,0.046594982078853,11,8,0.028673835125448,36.5,"637064;637125;637127;637128;637129;637159;637182;637243;637245;637285;637322;637403;637440","10,13,121,1,36,3,2,11,501,1,97,1,37",834
"MB0559c","CDS","PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE TRANSPORTER INTEGRAL MEMBRANE PROTEIN PITA",637454,638707,1254,12,0.00956937799043062,14,10,0.00797448165869218,15.5,"637403;637440;637891;637972;637978;638009;638090;638237;638639;638656;638679;638690","1,37,12,15,66,23,3,9,8,13,50,16",253
"MB0560c","CDS","Lactoylglutathione lyase and related lyases",638827,639213,387,13,0.0335917312661499,18,8,0.020671834625323,23.5,"638728;638757;638774;638797;638808;638846;639033;639054;639071;639109;639151;639172;639189","36,224,1,20,6,25,1,22,1,18,2,33,1",390
"MB0561c","CDS","POSSIBLE OXIDOREDUCTASE",639276,640160,885,21,0.023728813559322,14,14,0.015819209039548,26.5,"639172;639189;639227;639380;639383;639470;639471;639498;639501;639528;639588;639590;639593;639708;639711;640074;640076;640078;640079;640117;640147","33,1,8,2,14,210,1,6,1,249,81,37,20,7,36,63,1,16,3,19,3",811
"MB0562c","CDS","naphthoate synthase menb %28dihydroxynaphthoic acid synthetase%29 %28dhna synthetase%29",640256,641200,945,7,0.00740740740740741,7,5,0.00529100529100529,30,"640147;640192;640196;640235;640265;641119;641150","3,49,7,30,1,35,6",131
"MB0563c","CDS","CONSERVED HYPOTHETICAL PROTEIN %5BSECOND PART%5D",641472,641579,108,4,0.037037037037037,8.5,4,0.037037037037037,8.5,"641408;641424;641563;641565","6,349,11,5",371
"MB0564c","CDS","CONSERVED HYPOTHETICAL PROTEIN %5BFIRST PART%5D",641576,641884,309,4,0.0129449838187702,8,3,0.00970873786407767,11,"641563;641565;641681;641821","11,5,39,1",56
"MB0565c","CDS","possible antitoxin vapb3",641881,642147,267,12,0.0449438202247191,17,8,0.0299625468164794,49,"641821;641964;641965;641983;641995;642082;642089;642090;642091;642101;642110;642113","1,18,1,73,34,16,1,1105,1,64,16,99",1429
"MB0566c","CDS","PROBABLE FATTY-ACID-COA LIGASE FADD8 %28FATTY-ACID-COA SYNTHETASE%29 %28FATTY-ACID-COA SYNTHASE%29",642339,644054,1716,37,0.0215617715617716,7,23,0.0134032634032634,12,"642228;642590;642648;642708;642766;642839;642875;642957;642990;642993;643041;643065;643099;643171;643217;643249;643286;643289;643299;643346;643367;643378;643404;643464;643523;643641;643660;643682;643692;643777;643778;643800;643810;643895;643949;643985;644024","7,2,19,60,9,278,1,3,5,2,2,3,11,9,12,60,3,2,122,87,95,1,2,29,7,3,16,9,6,5,15,71,2,6,8,3,1",976
"MB0567","CDS","Exoenzymes regulatory protein AepA precursor",644132,645736,1605,22,0.0137071651090343,8,12,0.00747663551401869,17.5,"644024;644067;644349;644467;644469;644538;644587;644614;644656;644769;644887;644935;644964;645072;645082;645210;645302;645328;645420;645507;645625;645633","1,3,25,12,7,85,16,1,31,4,22,1,12,1,14,4,23,9,19,3,1,2",296
"MB0568","CDS","PROBABLE MUCONATE CYCLOISOMERASE MENC %28CIS%2CCIS-MUCONATE LACTONIZING ENZYME%29 %28MLE%29",645733,646713,981,5,0.00509683995922528,2,1,0.00101936799184506,61,"645625;645633;646581;646609;646699","1,2,61,3,2",69
"MB0569","CDS","POSSIBLE PEROXIDASE BPOC %28NON-HAEM PEROXIDASE%29",646710,647498,789,17,0.0215462610899873,7,12,0.0152091254752852,10.5,"646609;646699;646762;646820;647014;647080;647102;647115;647132;647144;647233;647242;647262;647284;647360;647397;647402","3,2,1,7,3,6,74,9,356,9,12,20,7,6,19,14,1",549
"MB0570","CDS","PROBABLE BIFUNCTIONAL MENAQUINONE BIOSYNTHESIS PROTEIN MEND : 2-SUCCINYL-6-HYDROXY-2%2C4-CYCLOHEXADIENE-1-CARBOXYLATE SYNTHASE %28SHCHC SYNTHASE%29 %2B 2-OXOGLUTARATE DECARBOXYLASE %28ALPHA-KETOGLUTARATE DECARBOXYLASE%29 %28KDC%29",647541,649205,1665,1,0.000600600600600601,151,1,0.000600600600600601,151,"647515","151",151
"MB0571","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",649202,649717,516,0,0,0,0,0,0,"0","0",0
"MB0572","CDS","mannosyltransferase mgta",649779,650915,1137,4,0.00351802990325418,2.5,1,0.000879507475813544,10,"649742;649860;650758;650876","1,10,1,4",16
"MB0573","CDS","PROBABLE UBIQUINONE/MENAQUINONE BIOSYNTHESIS METHYLTRANSFERASE MENH %282-heptaprenyl-1%2C4-naphthoquinone methyltransferase%29",650932,651636,705,2,0.00283687943262411,2.5,0,0,0,"650876;651580","4,1",5
"MB0574c","CDS","POSSIBLE CONSERVED SECRETED PROTEIN",651650,651988,339,8,0.023598820058997,5,4,0.0117994100294985,47.5,"651580;651670;651698;651748;651788;651851;651882;651884","1,4,6,2,78,3,17,139",250
"MB0575c","CDS","POSSIBLE BENZOQUINONE METHYLTRANSFERASE %28METHYLASE%29",652022,652747,726,15,0.0206611570247934,7,8,0.0110192837465565,43,"652000;652002;652018;652054;652131;652136;652144;652172;652185;652186;652187;652249;652262;652304;652308","3,37,2,128,24,3,7,135,3,49,4,2,9,115,1",522
"MB0576c","CDS","POSSIBLE OXIDOREDUCTASE",652772,653998,1227,8,0.006519967400163,3,3,0.00244498777506112,9,"652842;652960;653258;653468;653690;653694;653808;653886","3,1,3,2,7,3,9,10",38
"MB0577","CDS","PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 %28POLYPRENYL PYROPHOSPHATE SYNTHETASE%29",654014,655021,1008,4,0.00396825396825397,3.5,1,0.000992063492063492,24,"654903;654966;654989;655021","24,1,4,3",32
"MB0578","CDS","PROBABLE PROTEASE TRANSMEMBRANE PROTEIN HEAT SHOCK PROTEIN HTPX",655122,655982,861,14,0.016260162601626,3.5,5,0.00580720092915215,15,"655021;655084;655107;655147;655265;655282;655346;655400;655489;655544;655624;655713;655742;655867","3,11,14,4,3,2,2,4,2,15,21,2,3,28",114
"MB0579c","CDS","PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE %5BNAD%28P%29%2B%5D GPDA1 %28NAD%28P%29H-DEPENDENT GLYCEROL-3-PHOSPHATE DEHYDROGENASE%29 %28NAD%28P%29H-DEPENDENT DIHYDROXYACETONE-PHOSPHATE REDUCTASE%29",656167,657192,1026,13,0.0126705653021442,4,5,0.00487329434697856,43,"656052;656104;656106;656170;656222;656224;656460;656538;656578;656690;656691;656719;656808","4,19,3,1,14,57,3,1,4,43,1,2,54",206
"MB0580c","CDS","PROBABLE MONOOXYGENASE",657253,658713,1461,45,0.0308008213552361,7,27,0.0184804928131417,14,"657204;657206;657215;657229;657273;657322;657333;657371;657429;657480;657547;657598;657637;657679;657681;657683;657684;657729;657759;657799;657847;657854;657877;657933;657954;658051;658065;658072;658143;658155;658161;658240;658273;658275;658279;658308;658332;658358;658393;658426;658450;658488;658636;658676;658682","9,2,56,3,3,12,25,9,28,1,68,5,62,1,93,1,2,9,6,75,7,1,9,1,2,1,1,1,2,57,14,5,107,12,36,2,7,1,3,10,21,8,38,1,18",835
"MB0581c","CDS","UPF0234 protein Yitk",658791,659282,492,10,0.0203252032520325,6.5,5,0.0101626016260163,18,"658676;658682;658754;658800;658892;658893;658978;659010;659223;659231","1,18,36,14,10,1,3,59,1,2",145
"MB0582","CDS","PROBABLE METHYLTRANSFERASE/METHYLASE",659564,660583,1020,29,0.0284313725490196,11,20,0.0196078431372549,28,"659501;659506;659619;659624;659714;659730;659731;659769;659805;659848;659862;659887;659980;660209;660234;660327;660338;660345;660352;660363;660456;660459;660461;660465;660481;660564;660577;660579;660583","6,39,10,206,3,11,256,12,5,4,14,76,6,4,26,10,2,2,39,65,15,2,34,2,47,42,2,30,4",974
"MB0583","CDS","POSSIBLE CYTOCHROME P450 135B1 CYP135B1",660693,662111,1419,19,0.0133897110641297,11,13,0.00916138125440451,15,"660579;660583;660682;660739;660857;660984;661049;661102;661167;661213;661331;661346;661534;661645;661652;661763;661844;661962;662067","30,4,90,141,87,4,10,1,11,187,25,1,8,4,14,1,15,13,5",651
"MB0584","CDS","conserved protein",662246,662512,267,6,0.0224719101123595,5,4,0.0149812734082397,5.5,"662176;662185;662204;662238;662294;662322","5,26,1,2,6,5",45
"MB0585","CDS","PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE %28LARGE SUBUNIT%29 NRDZ %28RIBONUCLEOTIDE REDUCTASE%29",662538,664670,2133,29,0.013595874355368,5,15,0.0070323488045007,8,"662671;662680;662741;662782;662789;662798;662859;662875;662886;662900;662921;662993;663039;663042;663091;663178;663209;663296;663344;663349;663371;663501;663619;664241;664341;664419;664438;664459;664556","4,6,1,3,1,1,2,14,2,3,5,7,32,4,9,2,5,1,1,6,1,5,17,6,9,9,18,1,8",183
"MB0586c","CDS","Phosphoribosyl transferase domain protein",664729,666060,1332,11,0.00825825825825826,4,5,0.00375375375375375,11,"664703;664821;664869;665068;665084;665127;665245;665882;665978;665986;666045","4,4,6,2,3,18,11,1,3,5,78",135
"MB0587c","CDS","HYPOTHETICAL PROTEIN",666284,666625,342,11,0.0321637426900585,14,7,0.0204678362573099,18,"666171;666259;666280;666289;666340;666377;666387;666398;666464;666582;666617","16,14,2,19,2,18,1,4,21,26,8",131
"MB0587CA","CDS",NA,666676,666843,168,10,0.0595238095238095,5,5,0.0297619047619048,8,"666582;666617;666663;666669;666671;666706;666707;666735;666787;666796","26,8,2,6,3,6,3,32,2,4",92
"MB0588c","CDS","nicotinic acid phosphoribosyltransferase pncb2",667093,668484,1392,10,0.00718390804597701,4.5,5,0.00359195402298851,26,"667371;667386;667489;667504;667674;667792;668229;668261;668347;668379","26,1,3,2,56,31,3,6,1,19",148
"MB0589c","CDS","Capsule biosynthesis protein CapA",668494,669636,1143,22,0.0192475940507437,9,14,0.0122484689413823,22,"668379;668598;668676;668697;668699;668716;668794;668802;668815;668817;669026;669106;669144;669224;669314;669406;669408;669524;669544;669565;669572;669586","19,1,30,226,13,3,5,2,2,2,14,1,25,1,124,7,2,9,9,114,160,324",1093
"MB0590c","CDS","POSSIBLE OXIDOREDUCTASE",669852,670988,1137,18,0.0158311345646438,4.5,9,0.0079155672823219,28,"669792;669833;669902;669962;670080;670091;670209;670289;670398;670407;670470;670544;670662;670676;670754;670794;670896;670897","3,10,2,301,13,32,11,186,1,113,3,4,1,3,4,5,28,1",721
"MB0591","CDS","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN %28POSSIBLY ARSR-FAMILY%29",671091,672395,1305,17,0.0130268199233716,3,7,0.0053639846743295,13,"671014;671015;671133;671155;671158;671273;671276;671765;671811;671883;672121;672243;672277;672283;672311;672377;672395","45,2,2,216,3,73,1,13,1,13,1,11,6,1,2,1,4",395
"MB0592","CDS","27 kDa antigen Cfp30B",672409,673194,786,20,0.0254452926208651,6.5,11,0.0139949109414758,13,"672311;672377;672395;672429;672438;672495;672519;672530;672555;672648;672669;672773;672787;672813;672830;672871;672891;672931;672948;673124","2,1,4,1,2,1,20,32,8,6,13,7,82,54,12,3,1,56,2,9",316
"MB0593c","CDS","pe-pgrs family protein pe_pgrs7",673239,677159,3921,11,0.00280540678398368,9,6,0.00153022188217292,28.5,"673124;675304;675422;675910;675943;676599;676685;676755;676862;676980;677115","9,23,1,89,1,1,34,19,4,38,2",221
"MB0594","CDS","CONSERVED HYPOTHETICAL PROTEIN",677481,678239,759,16,0.0210803689064559,7,12,0.0158102766798419,10.5,"677389;677477;677492;677505;677587;677592;677623;677705;677710;678007;678107;678111;678113;678125;678225;678229","7,13,5,2,5,114,5,7,112,8,4,38,1,22,2,47",392
