locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
BQ2027_MB1014,BQ2027_MB1014,0,1104293,1105588,1,1216,0.0299914310197087,1296,35,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER
BQ2027_MB1015,BQ2027_MB1015,0,1105595,1106755,1,78,0.00861244019138756,1161,9,POSSIBLE CONSERVED EXPORTED PROTEIN
BQ2027_MB1016C,grcC2,0,1106884,1107861,-1,1136,0.0283768444948922,978,25,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE)
BQ2027_MB1017C,BQ2027_MB1017C,0,1107922,1108578,-1,292,0.0101351351351351,657,6,Heat shock protein 22.5 (Hsp22.5)
BQ2027_MB1018C,BQ2027_MB1018C,0,1108651,1108983,-1,13,0.00666666666666667,333,2,conserved serine rich protein
BQ2027_MB1019C,BQ2027_MB1019C,0,1109057,1109650,-1,311,0.0186915887850467,594,10,5-formyltetrahydrofolate cyclo-ligase (EC
BQ2027_MB1020,galU,0,1109751,1110671,1,4,0.00120627261761158,921,1,utp--glucose-1-phosphate uridylyltransferase galu (udp-glucose pyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphate uridylyltransferase) (uridine diphosphoglucose pyrophosphorylase)
BQ2027_MB1021,moeA1,0,1110748,1112028,1,397,0.013009540329575,1281,15,PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1
BQ2027_MB1022,rimJ,0,1112091,1112702,1,56,0.014519056261343,612,8,ribosomal-protein-alanine acetyltransferase rimj (acetylating enzyme for n-terminal of ribosomal protein s5)
BQ2027_MB1023,BQ2027_MB1023,0,1112863,1113939,1,403,0.0154639175257732,1077,15,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
BQ2027_MB1023A,BQ2027_MB1023A,0,1114340,1114591,1,817,0.0220264317180617,252,5,
BQ2027_MB1024,BQ2027_MB1024,0,1114772,1115203,1,162,0.0154241645244216,432,6,HYPOTHETICAL PROTEIN
BQ2027_MB1025,BQ2027_MB1025,0,1115227,1116228,1,654,0.0144124168514412,1002,13,Protein lysine acetyltransferase Pat (EC , Mycobacterial type
BQ2027_MB1026,BQ2027_MB1026,0,1116246,1117004,1,149,0.0175438596491228,759,12,unknown protein
BQ2027_MB1027C,BQ2027_MB1027C,0,1117010,1117627,-1,487,0.0197486535008977,618,11,Alkylated DNA repair protein AlkB
BQ2027_MB1028,arcA,0,1117664,1118872,1,334,0.0174471992653811,1209,19,PROBABLE ARGININE DEIMINASE ARCA (ADI) (AD) (ARGININE DIHYDROLASE)
BQ2027_MB1029C,BQ2027_MB1029C,0,1118907,1120418,-1,323,0.0132255694342395,1512,18,CONSERVED MEMBRANE PROTEIN
BQ2027_MB1030,rsmI,0,1120501,1121358,1,16,0.00646830530401035,858,5,16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC
BQ2027_MB1031C,BQ2027_MB1031C,0,1121368,1122627,-1,130,0.00440917107583774,1260,5,PROBABLE MEMBRANE PROTEIN
BQ2027_MB1032C,pabB,0,1122701,1124137,-1,262,0.00927357032457496,1437,12,Probable para-aminobenzoate synthase component I PABD
BQ2027_MB1033,BQ2027_MB1033,0,1124193,1125896,1,600,0.0234680573663625,1704,36,unknown protein
BQ2027_MB1034C,metS,0,1125923,1127482,-1,0,0,1560,0,methionyl-trna synthetase mets (metrs) (methionine--trna ligase)
BQ2027_MB1035,tatD,0,1127568,1128362,1,632,0.0195530726256983,795,14,Probable deoxyribonuclease TatD (YjjV protein)
BQ2027_MB1036,rpfB,0,1128570,1129658,1,716,0.0214067278287462,1089,21,Probable resuscitation-promoting factor rpfB
BQ2027_MB1037,ksgA,0,1129631,1130584,1,260,0.0186263096623981,954,16,PROBABLE DIMETHYLADENOSINE TRANSFERASE KSGA (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein ksgA) (Kasugamycin dimethyltransferase)
BQ2027_MB1038,ispE,0,1130670,1131590,1,0,0,921,0,Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ISPE (CMK) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)
BQ2027_MB1040,BQ2027_MB1040,0,1131587,1131901,1,405,0.0176056338028169,315,5,HYPOTHETICAL PROTEIN
BQ2027_MB1041,pks16,0,1132105,1133739,1,1337,0.0244565217391304,1635,36,PUTATIVE POLYKETIDE SYNTHASE PKS16
BQ2027_MB1042C,pth,0,1133813,1134388,-1,0,0,576,0,PROBABLE PEPTIDYL-TRNA HYDROLASE PTH
BQ2027_MB1043C,rplY,0,1134401,1135048,-1,26,0.011986301369863,648,7,50s ribosomal protein l25 rply
BQ2027_MB1044C,lpqT,0,1135182,1135940,-1,615,0.0175438596491228,759,12,probable conserved lipoprotein lpqt
BQ2027_MB1045C,prsA,0,1135976,1136956,-1,0,0,981,0,PROBABLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE PRSA (Phosphoribosyl pyrophosphate synthetase) (PRPP synthetase)
BQ2027_MB1046C,glmU,0,1137048,1138535,-1,0,0,1488,0,Probable UDP-N-acetylglucosamine pyrophosphorylase glmU
BQ2027_MB1047,BQ2027_MB1047,0,1138790,1139383,1,494,0.0242990654205607,594,13,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)
BQ2027_MB1048,mfd,0,1139442,1143146,1,1894,0.0131934032983508,3705,44,PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF)
BQ2027_MB1049,mazG,0,1143146,1144123,1,233,0.00794551645856981,978,7,Nucleoside triphosphate pyrophosphohydrolase MazG (EC
BQ2027_MB1050,lpqU,0,1144211,1144942,1,159,0.0106221547799697,732,7,probable conserved lipoprotein lpqu
BQ2027_MB1051,eno,0,1145039,1146328,1,6,0.00172265288544358,1290,2,PROBABLE ENOLASE ENO
BQ2027_MB1052,BQ2027_MB1052,0,1146333,1147019,1,0,0,687,0,possible conserved membrane protein
BQ2027_MB1053,BQ2027_MB1053,0,1147036,1147503,1,0,0,468,0,FIG004853: possible toxin to DivIC
BQ2027_MB1054,ppx2,0,1147494,1148453,1,107,0.00578703703703704,960,5,Exopolyphosphatase (EC
BQ2027_MB1055C,kdpE,0,1148902,1149582,-1,434,0.00978792822185971,681,6,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE
BQ2027_MB1056C,kdpD,0,1149579,1152161,-1,314,0.010752688172043,2583,25,PROBABLE SENSOR PROTEIN KDPD
BQ2027_MB1057,kdpF,0,1152395,1152487,1,0,0,93,0,Probable membrane protein kdpF
BQ2027_MB1058,kdpA,0,1152487,1154202,1,537,0.0135922330097087,1716,21,Probable Potassium-transporting ATPase A chain KDPA (Potassium-translocating ATPase A chain) (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium binding and translocating subunit A)
BQ2027_MB1059,kdpB,0,1154199,1156328,1,352,0.00834637454355764,2130,16,Probable Potassium-transporting P-type ATPase B chain KDPB (Potassium-translocating ATPase B chain) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium binding and translocating subunit B)
BQ2027_MB1060,kdpC,0,1156328,1156897,1,452,0.0194931773879142,570,10,Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium binding and translocating subunit C)
BQ2027_MB1061C,trcS,0,1156901,1158430,-1,1230,0.0254175744371823,1530,35,TWO COMPONENT SENSOR HISTIDINE KINASE TRCS
BQ2027_MB1062C,trcR,0,1158438,1159211,-1,1017,0.0286944045911047,774,20,TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR
BQ2027_MB1063C,BQ2027_MB1063C,0,1159393,1159782,-1,1,0.00284900284900285,390,1,PROBABLE TRANSPOSASE (FRAGMENT)
BQ2027_IS1560'-1,BQ2027_IS15601,0,1159396,1160908,-1,306,0.00734214390602056,1513,10,
BQ2027_MB1064C,BQ2027_MB1064C,0,1159850,1160536,-1,38,0.00646203554119548,687,4,PROBABLE TRANSPOSASE (FRAGMENT)
BQ2027_MB1065C,BQ2027_MB1065C,0,1160570,1160908,-1,266,0.0130718954248366,339,4,PROBABLE IS1560 TRANSPOSASE (FRAGMENT)
BQ2027_MB1066C,esxI,0,1161019,1161303,-1,141,0.0311284046692607,285,8,putative esat-6 like protein esxi (esat-6 like protein 1)
BQ2027_MB1067C,esxJ,0,1161330,1161626,-1,245,0.0149253731343284,297,4,esat-6 like protein esxj (esat-6 like protein 2)
BQ2027_MB1068C,PPE15,0,1161772,1162947,-1,456,0.0198300283286119,1176,21,ppe family protein ppe15
BQ2027_MB1069C,PE8,0,1163024,1163851,-1,253,0.0201072386058981,828,15,pe family protein pe8
BQ2027_MB1070C,BQ2027_MB1070C,0,1165047,1165529,-1,566,0.0390804597701149,483,17,probable is like-2 transposase
BQ2027_IS-LIKE-1,BQ2027_ISLIKE1,0,1165047,1166025,-1,755,0.0294784580498866,979,26,
BQ2027_MB1071C,BQ2027_MB1071C,0,1165567,1165974,-1,190,0.0244565217391304,408,9,probable is like-2 transposase
BQ2027_MB1072C,BQ2027_MB1072C,0,1166257,1167282,-1,1803,0.025974025974026,1026,24,Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain
BQ2027_MB1073,BQ2027_MB1073,0,1167529,1168152,1,43,0.0124555160142349,624,7,Predicted transcriptional regulator
BQ2027_MB1074,BQ2027_MB1074,0,1168149,1169030,1,2056,0.0327455919395466,882,26,HYPOTHETICAL PROTEIN
BQ2027_MB1075C,BQ2027_MB1075C,0,1169112,1169705,-1,276,0.0186915887850467,594,10,HYPOTHETICAL PROTEIN
BQ2027_IS1081-1,BQ2027_IS10811,0,1169775,1171209,1,957,0.0255417956656347,1435,33,
BQ2027_MB1076,BQ2027_MB1076,0,1169900,1171147,1,541,0.0195729537366548,1248,22,probable transposase
BQ2027_MB1077C,BQ2027_MB1077C,0,1171515,1172630,-1,810,0.0199004975124378,1116,20,HYPOTHETICAL PROTEIN
BQ2027_MB1078,BQ2027_MB1078,0,1172863,1173309,1,48,0.0173697270471464,447,7,PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN
BQ2027_MB1079,BQ2027_MB1079,0,1173357,1174262,1,227,0.00980392156862745,906,8,PROBABLE OXIDOREDUCTASE
BQ2027_MB1080C,BQ2027_MB1080C,0,1174421,1175176,-1,79,0.00587371512481645,756,4,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB1081,BQ2027_MB1081,0,1176199,1176588,1,161,0.0227920227920228,390,8,HYPOTHETICAL PROTEIN
BQ2027_MB1082C,BQ2027_MB1082C,0,1176487,1176762,-1,264,0.0321285140562249,276,8,Mobile element protein
BQ2027_MB1083,BQ2027_MB1083,0,1177404,1177718,1,278,0.0176056338028169,315,5,probable integrase (fragment)
BQ2027_MB1084,BQ2027_MB1084,0,1177715,1177849,1,0,0,135,0,POSSIBLE INTEGRASE (FRAGMENT)
BQ2027_MB1085,BQ2027_MB1085,0,1178104,1178868,1,1205,0.034833091436865,765,24,conserved protein
BQ2027_MB1086,BQ2027_MB1086,0,1179872,1181053,1,632,0.0159774436090226,1182,17,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB1087,fadD14,0,1181160,1182791,1,376,0.0183798502382573,1632,27,PROBABLE MEDIUM CHAIN FATTY-ACID-COA LIGASE FADD14 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)
BQ2027_MB1088,BQ2027_MB1088,0,1182867,1183931,1,417,0.0104275286757039,1065,10,Oxidoreductase
BQ2027_MB1089,BQ2027_MB1089,0,1183984,1184457,1,114,0.0117096018735363,474,5,unknown protein
BQ2027_MB1090,BQ2027_MB1090,0,1184491,1185354,1,600,0.0179948586118252,864,14,Glutamine amidotransferases class-II
BQ2027_MB1091,BQ2027_MB1091,0,1185359,1186216,1,457,0.0168175937904269,858,13,Phospholipase, patatin family protein
BQ2027_MB1092C,BQ2027_MB1092C,0,1186217,1187299,-1,362,0.0174358974358974,1083,17,FIG00613342: Bacterial patatin-like phospholipase domain containing protein
BQ2027_MB1093C,lpqV,0,1187380,1187799,-1,370,0.0185185185185185,420,7,possible lipoprotein lpqv
BQ2027_MB1094,BQ2027_MB1094,0,1187911,1188477,1,874,0.025440313111546,567,13,Cysteine dioxygenase (EC
BQ2027_MB1095,BQ2027_MB1095,0,1188474,1188869,1,36,0.0140056022408964,396,5,Rhodanese-related sulfurtransferase, 1 domain
BQ2027_MB1096C,PE_PGRS19,0,1188897,1190912,-1,1483,0.0110192837465565,2016,20,pe-pgrs family protein pe_pgrs19
BQ2027_MB1097C,PE_PGRS20,0,1191245,1193536,-1,204,0.00678623364032962,2292,14,pe-pgrs family protein pe_pgrs20
BQ2027_MB1098C,BQ2027_MB1098C,0,1193898,1195661,-1,3861,0.0295969773299748,1764,47,Predicted membrane protein (DUF2319)
BQ2027_MB1099C,echA8,0,1195658,1196431,-1,724,0.0200860832137733,774,14,PROBABLE ENOYL-CoA HYDRATASE ECHA8 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)
BQ2027_MB1100C,echA9,0,1196443,1197480,-1,812,0.0224598930481283,1038,21,POSSIBLE ENOYL-COA HYDRATASE ECHA9 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)
BQ2027_MB1101,BQ2027_MB1101,0,1197667,1198503,1,512,0.0225464190981432,837,17,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
BQ2027_MB1102,BQ2027_MB1102,0,1198619,1199470,1,915,0.0417209908735332,852,32,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB1103C,fadA3,0,1199544,1200761,-1,1186,0.0154968094804011,1218,17,PROBABLE BETA-KETOACYL CoA THIOLASE FADA3
BQ2027_MB1104C,BQ2027_MB1104C,0,1200814,1201758,-1,1355,0.027027027027027,945,23,CONSERVED EXPORTED PROTEIN
BQ2027_MB1105,lipU,0,1202155,1203048,1,127,0.00993788819875776,894,8,possible lipase lipu
BQ2027_MB1106,cbs,0,1203105,1204499,1,1418,0.0270700636942675,1395,34,Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450)
BQ2027_MB1107,pra,0,1204701,1205423,1,22,0.00921658986175115,723,6,Probable Proline-rich antigen homolog pra
BQ2027_MB1108,metB,0,1205455,1206621,1,308,0.0104662226450999,1167,11,cystathionine gamma-synthase metb (cgs) (o-succinylhomoserine [thiol]-lyase)
BQ2027_MB1109C,greA,0,1206692,1207186,-1,137,0.00896860986547085,495,4,PROBABLE TRANSCRIPTION ELONGATION FACTOR GREA (Transcript cleavage factor greA)
BQ2027_MB1110C,BQ2027_MB1110C,0,1207372,1207806,-1,19,0.00510204081632653,435,2,PROBABLE CONSERVED MEMBRANE PROTEIN
BQ2027_MB1111,mca,0,1207908,1208774,1,1095,0.030729833546735,867,24,Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase)
BQ2027_MB1112,BQ2027_MB1112,0,1208771,1209037,1,14,0.016597510373444,267,4,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB1113,BQ2027_MB1113,0,1209024,1211045,1,525,0.0126373626373626,2022,23,conserved protein
BQ2027_MB1114C,BQ2027_MB1114C,0,1211144,1211872,-1,290,0.0273972602739726,729,18,POSSIBLE HEMOLYSIN-LIKE PROTEIN
BQ2027_MB1115,BQ2027_MB1115,0,1211983,1212771,1,16,0.00281293952180028,789,2,SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE)
BQ2027_MB1116,PE_PGRS21,0,1212948,1215272,1,592,0.00955566172957477,2325,20,pe-pgrs family protein pe_pgrs21
BQ2027_MB1116A,BQ2027_MB1116A,0,1215449,1215769,1,536,0.0380622837370242,321,11,Undecaprenyl diphosphate synthase (EC
BQ2027_MB1117,PE9,0,1215922,1216356,1,171,0.0076530612244898,435,3,pe family protein pe9
BQ2027_MB1118,PE10,0,1216373,1216540,1,146,0.0263157894736842,168,4,pe family protein pe10
BQ2027_MB1119,celA2a,0,1216926,1217030,1,21,0.0210526315789474,105,2,PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)
BQ2027_MB1120,celA2b,0,1217008,1217463,1,377,0.0316301703163017,456,13,PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)
BQ2027_MB1121,PE_PGRS22,0,1217878,1220430,1,907,0.0108790252393386,2553,25,pe-pgrs family protein pe_pgrs22
BQ2027_MB1122C,coaA,0,1220648,1221586,-1,0,0,939,0,Probable pantothenate kinase coaA (Pantothenic acid kinase)
BQ2027_MB1123,glyA1,0,1221974,1223254,1,393,0.0121422376409367,1281,14,serine hydroxymethyltransferase 1 glya1
BQ2027_MB1124,desA2,0,1223359,1224186,1,0,0,828,0,POSSIBLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA2 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE)
BQ2027_MB1125,phoH2,0,1224397,1225698,1,218,0.00767918088737201,1302,9,PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)
BQ2027_MB1126,BQ2027_MB1126,0,1225785,1226660,1,538,0.0126742712294043,876,10,POSSIBLE GLYCOSYL HYDROLASE
BQ2027_MB1127C,BQ2027_MB1127C,0,1226663,1227544,-1,22,0.0100755667506297,882,8,PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN
BQ2027_MB1128C,fum,0,1227541,1228965,-1,0,0,1425,0,PROBABLE FUMARASE FUM (Fumarate hydratase)
BQ2027_MB1129C,glpx,0,1228996,1230084,-1,1196,0.00917431192660551,1089,9,fructose 1,6-bisphosphatase glpx
BQ2027_MB1130,BQ2027_MB1130,0,1230083,1230784,1,317,0.0158227848101266,702,10,conserved protein
BQ2027_MB1131C,BQ2027_MB1131C,0,1230791,1231819,-1,514,0.0183387270765912,1029,17,CONSERVED MEMBRANE PROTEIN
BQ2027_MB1132C,mazf3,0,1232059,1232370,-1,1030,0.0355871886120996,312,10,toxin mazf3
BQ2027_MB1133C,maze3,0,1232370,1232690,-1,241,0.013840830449827,321,4,possible antitoxin maze3
BQ2027_MB1134,BQ2027_MB1134,0,1232700,1233389,1,1124,0.0483091787439614,690,30,POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)
BQ2027_MB1135,BQ2027_MB1135,0,1233710,1234225,1,258,0.0301075268817204,516,14,POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)
BQ2027_MB1136C,BQ2027_MB1136C,0,1234243,1235355,-1,1651,0.0259481037924152,1113,26,3-beta-hydroxysteroid dehydrogenase
BQ2027_MB1137C,xseB,0,1235365,1235622,-1,216,0.0214592274678112,258,5,Probable exodeoxyribonuclease VII (small subunit) xseB (Exonuclease VII small subunit)
BQ2027_MB1138C,xseA,0,1235612,1236859,-1,291,0.0115658362989324,1248,13,PROBABLE EXODEOXYRIBONUCLEASE VII (LARGE SUBUNIT) XSEA (EXONUCLEASE VII LARGE SUBUNIT)
BQ2027_MB1139C,BQ2027_MB1139C,0,1236856,1237494,-1,140,0.0138888888888889,639,8,conserved protein
BQ2027_MB1140,lytB2,0,1237584,1238591,1,199,0.0066079295154185,1008,6,PROBABLE LYTB-RELATED PROTEIN LYTB2
BQ2027_MB1141C,BQ2027_MB1141C,0,1238608,1239591,-1,415,0.0146726862302483,984,13,Rhomboid family protein
BQ2027_MB1142,BQ2027_MB1142,0,1239654,1240727,1,363,0.0093071354705274,1074,9,Probable GTP binding protein
BQ2027_MB1143,vapb32,0,1240815,1241012,1,0,0,198,0,possible antitoxin vapb32
BQ2027_MB1144,vapc32,0,1241009,1241383,1,0,0,375,0,possible toxin vapc32. contains pin domain.
BQ2027_MB1145,BQ2027_MB1145,0,1241586,1242284,1,283,0.0174603174603175,699,11,POSSIBLE EXPORTED PROTEIN
BQ2027_MB1146,BQ2027_MB1146,0,1242402,1242587,1,70,0.0416666666666667,186,7,HYPOTHETICAL PROTEIN
BQ2027_MB1147C,BQ2027_MB1147C,0,1242514,1242789,-1,481,0.0200803212851406,276,5,PE family protein
BQ2027_MB1148,BQ2027_MB1148,0,1243032,1243355,1,222,0.0342465753424658,324,10,conserved protein
BQ2027_MB1149C,BQ2027_MB1149C,0,1243370,1244230,-1,690,0.0206451612903226,861,16,conserved protein
BQ2027_MB1150C,BQ2027_MB1150C,0,1244263,1244412,-1,1,0.00740740740740741,150,1,Adenylate cyclase (EC
BQ2027_MB1151C,BQ2027_MB1151C,0,1244409,1244903,-1,12,0.00448430493273543,495,2,Adenylate cyclase (EC
BQ2027_MB1152,zwf1,0,1245106,1246506,1,1640,0.0206185567010309,1401,26,PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF1 (G6PD)
BQ2027_MB1153,gnd2,0,1246528,1247550,1,0,0,1023,0,probable 6-phosphogluconate dehydrogenase,decarboxylating gnd2
BQ2027_MB1154C,bpoB,0,1247543,1248451,-1,22,0.00488400488400488,909,4,POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE)
BQ2027_MB1155,ephC,0,1248526,1249476,1,61,0.00817757009345794,951,7,PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE)
BQ2027_MB1156,BQ2027_MB1156,0,1249481,1250725,1,102,0.00981266726137377,1245,11,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB1157C,BQ2027_MB1157C,0,1250729,1251334,-1,32,0.00732600732600733,606,4,conserved protein
BQ2027_MB1158C,ppdK,0,1251331,1252803,-1,119,0.00678733031674208,1473,9,PROBABLE PYRUVATE, PHOSPHATE DIKINASE PPDK
BQ2027_MB1159C,BQ2027_MB1159C,0,1253016,1254371,-1,137,0.00327600327600328,1356,4,13E12 repeat family protein
BQ2027_MB1160C,BQ2027_MB1160C,0,1254473,1255933,-1,468,0.0114068441064639,1461,15,PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN
BQ2027_MB1161,prpD,0,1255954,1257534,1,325,0.0182712579058327,1581,26,possible methylcitrate dehydratase prpD
BQ2027_MB1162,prpc,0,1257531,1258712,1,4,0.00281954887218045,1182,3,probable methylcitrate synthase prpc
BQ2027_MB1163,BQ2027_MB1163,0,1258724,1260454,1,282,0.0121951219512195,1731,19,CONSERVED MEMBRANE PROTEIN
BQ2027_MB1164C,metE,0,1260466,1262745,-1,2,0.000974658869395711,2280,2,PROBABLE 5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE METE (methionine synthase, vitamin-B12 independent isozyme)
BQ2027_MB1165,BQ2027_MB1165,0,1263321,1263557,1,28,0.00934579439252336,237,2,HYPOTHETICAL PROTEIN
BQ2027_MB1166C,PPE16,0,1263671,1265527,-1,716,0.0161483253588517,1857,27,ppe family protein ppe16
BQ2027_MB1167,BQ2027_MB1167,0,1265713,1265955,1,612,0.0319634703196347,243,7,POSSIBLE ACETYL-COA ACETYLTRANSFERASE (ACETOACETYL-COA THIOLASE)
BQ2027_MB1168,BQ2027_MB1168,0,1266005,1266346,1,19,0.00974025974025974,342,3,POSSIBLE ENOYL-COA HYDRATASE
BQ2027_MB1169C,BQ2027_MB1169C,0,1266486,1266854,-1,140,0.012012012012012,369,4,HYPOTHETICAL PROTEIN
BQ2027_MB1170C,BQ2027_MB1170C,0,1266871,1267887,-1,266,0.0109170305676856,1017,10,possible oxidoreductase
BQ2027_MB1171C,BQ2027_MB1171C,0,1267884,1268384,-1,1417,0.0310421286031042,501,14,CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
BQ2027_MB1172,BQ2027_MB1172,0,1268746,1269594,1,476,0.0156862745098039,849,12,PROBABLE INTEGRAL MEMBRANE PROTEIN
BQ2027_MB1173C,echA11,0,1269602,1270408,-1,735,0.0220082530949106,807,16,PROBABLE ENOYL-COA HYDRATASE ECHA11 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)
BQ2027_MB1174C,echA10,0,1270551,1271357,-1,169,0.00962861072902338,807,7,PROBABLE ENOYL-CoA HYDRATASE ECHA10 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)
BQ2027_MB1175,mcr,0,1271461,1272543,1,1163,0.0225641025641026,1083,22,PROBABLE ALPHA-METHYLACYL-COA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase)
BQ2027_MB1176,BQ2027_MB1176,0,1272555,1273307,1,290,0.023598820058997,753,16,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
BQ2027_MB1177,mmpL13,0,1273822,1276167,1,1674,0.0227272727272727,2346,48,probable conserved transmembrane transport protein mmpl13b
BQ2027_MB1178,BQ2027_MB1178,0,1276300,1276950,1,514,0.0221843003412969,651,13,SAM-dependent methyltransferase
BQ2027_MB1179C,BQ2027_MB1179C,0,1277700,1279148,-1,1007,0.0222222222222222,1449,29,13E12 repeat family protein
BQ2027_IS-LIKE-2,BQ2027_ISLIKE2,0,1279243,1280220,1,821,0.0306469920544835,978,27,
BQ2027_MB1180,BQ2027_MB1180,0,1279293,1279700,1,494,0.0271739130434783,408,10,POSSIBLE TRANSPOSASE
BQ2027_MB1181,BQ2027_MB1181,0,1279738,1280217,1,192,0.0277777777777778,480,12,POSSIBLE TRANSPOSASE (FRAGMENT)
BQ2027_MB1182C,BQ2027_MB1182C,0,1280304,1281017,-1,999,0.0202177293934681,714,13,transcriptional regulatory protein
BQ2027_MB1183,BQ2027_MB1183,0,1281055,1281420,1,1102,0.0333333333333333,366,11,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
BQ2027_MB1184C,omt,0,1281398,1282246,-1,873,0.0326797385620915,849,25,PROBABLE O-METHYLTRANSFERASE OMT
BQ2027_MB1185C,BQ2027_MB1185C,0,1282243,1282884,-1,2177,0.0536332179930796,642,31,HYPOTHETICAL PROTEIN
BQ2027_MB1186,BQ2027_MB1186,0,1282829,1283272,1,1085,0.06,444,24,possible pyridoxamine 5'-phosphate oxidase (pnp/pmp oxidase) (pyridoxinephosphate oxidase) (pnpox) (pyridoxine 5'-phosphate oxidase)
BQ2027_MB1186A,BQ2027_MB1186A,0,1283430,1283618,1,18,0.0116959064327485,189,2,
BQ2027_MB1187,BQ2027_MB1187,0,1283706,1284293,1,596,0.0245283018867925,588,13,Base excision DNA repair protein
BQ2027_MB1188C,BQ2027_MB1188C,0,1284456,1285571,-1,96,0.00696517412935323,1116,7,conserved ala-, pro-rich protein
BQ2027_MB1189C,BQ2027_MB1189C,0,1285579,1286262,-1,197,0.0178571428571429,684,11,Conserved alanine and proline rich protein
BQ2027_MB1190,pime,0,1286392,1287687,1,483,0.0197086546700943,1296,23,mannosyltransferase pime
BQ2027_MB1191C,BQ2027_MB1191C,0,1287684,1287968,-1,543,0.0428015564202335,285,11,Pterin-4-alpha-carbinolamine dehydratase (EC
