#HMM - Genes
#genes: ES=419, GD=163, NE=2993, GA=324, N/A=7
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv0884c	serC	phosphoserine aminotransferase	13	12	0	1	0	0.1538	120.00	ES
Rv0885		hypothetical protein	15	0	0	15	0	0.8000	113.92	NE
Rv0886	fprB	ferredoxin/ferredoxin--NADP reductase	26	0	0	26	0	0.8846	118.09	NE
Rv0887c		hypothetical protein	5	0	0	5	0	1.0000	57.20	NE
Rv0888		hypothetical protein	31	0	0	31	0	0.9032	263.57	NE
Rv0889c	citA	citrate synthase 2	13	0	0	13	0	0.9231	113.00	NE
Rv0890c		HTH-type transcriptional regulator	48	0	0	48	0	0.9583	223.50	NE
Rv0891c		hypothetical protein	25	0	0	25	0	1.0000	137.96	NE
Rv0892		monooxygenase	43	0	0	43	0	0.9070	43.38	NE
Rv0893c		S-adenosylmethionine-dependent methyltransferase	25	0	0	25	0	0.8000	25.70	NE
Rv0894		transcriptional regulator	18	0	0	18	0	0.7222	55.54	NE
Rv0895		diacyglycerol O-acyltransferase	29	0	0	29	0	0.9655	127.29	NE
Rv0896	gltA2	citrate synthase 1	29	0	29	0	0	0.3448	1.80	GD
Rv0897c		oxidoreductase	21	0	0	21	0	0.9048	63.95	NE
Rv0898c		hypothetical protein	2	0	0	2	0	1.0000	103.00	NE
Rv0899	arfA	peptidoglycan-binding protein ArfA	20	0	0	20	0	0.8500	64.76	NE
Rv0900	arfB	membrane protein	2	0	0	2	0	1.0000	60.50	NE
Rv0901	arfC	membrane protein	9	0	0	9	0	1.0000	123.78	NE
Rv0902c	prrB	two component sensor histidine kinase PrrB	15	12	0	3	0	0.2000	124.00	ES
Rv0903c	prrA	two component transcriptional regulator PrrA	10	9	0	1	0	0.2000	56.50	ES
Rv0904c	accD3	acetyl-CoAcarboxylase carboxyl transferase subunit beta	25	0	0	25	0	0.8800	44.09	NE
Rv0905	echA6	enoyl-CoA hydratase EchA6	10	0	0	10	0	1.0000	63.70	NE
Rv0906		hypothetical protein	16	0	0	16	0	0.8125	101.62	NE
Rv0907		hypothetical protein	40	0	0	40	0	0.9750	65.00	NE
Rv0908	ctpE	metal cation transporter ATPase E	31	0	0	31	0	0.9032	110.43	NE
Rv0909		antitoxin	3	0	0	3	0	1.0000	288.33	NE
Rv0910		toxin	7	0	0	7	0	0.8571	77.33	NE
Rv0911		hypothetical protein	16	0	0	16	0	1.0000	88.62	NE
Rv0912		transmembrane protein	5	0	0	5	0	1.0000	108.80	NE
Rv0913c		dioxygenase	41	0	0	41	0	0.8293	46.09	NE
Rv0914c		lipid carrier protein or keto acyl-CoA thiolase	17	0	0	17	0	1.0000	113.71	NE
Rv0915c	PPE14	PPE family protein PPE14	20	0	0	20	0	1.0000	168.20	NE
Rv0916c	PE7	PE family protein PE7	6	0	0	6	0	1.0000	85.00	NE
Rv0917	betP	glycine betaine transport integral membrane protein BetP	42	0	0	42	0	0.9286	181.51	NE
Rv0918		hypothetical protein	8	0	0	8	0	1.0000	93.62	NE
Rv0919		GCN5-like N-acetyltransferase	10	0	0	10	0	1.0000	245.00	NE
Rv0920c		transposase	22	0	0	22	0	0.9545	88.86	NE
Rv0921		resolvase	7	0	0	7	0	1.0000	217.57	NE
Rv0922		transposase	18	0	0	18	0	1.0000	249.78	NE
Rv0923c		hypothetical protein	22	0	0	22	0	0.9091	151.85	NE
Rv0924c	mntH	divalent metal cation transporter MntH	20	0	0	20	0	1.0000	119.15	NE
Rv0925c		hypothetical protein	18	0	0	18	0	0.8889	169.75	NE
Rv0926c		hypothetical protein	21	0	0	21	0	0.9524	103.45	NE
Rv0927c		oxidoreductase	6	0	0	6	0	1.0000	114.33	NE
Rv0928	pstS3	phosphate ABC transporter substrate-binding lipoprotein PstS	22	0	0	22	0	1.0000	185.55	NE
Rv0929	pstC2	phosphate ABC transporter permease PstC	17	0	0	17	0	1.0000	155.35	NE
Rv0930	pstA1	phosphate ABC transporter permease PstA	17	0	0	17	0	0.9412	211.94	NE
Rv0931c	pknD	serine/threonine-protein kinase PknD	46	0	0	16	30	1.0000	346.83	GA
Rv0932c	pstS2	phosphate ABC transporter substrate-binding lipoprotein PstS	25	0	0	25	0	1.0000	217.08	NE
Rv0933	pstB	phosphate ABC transporter ATP-binding protein PstB	12	0	0	12	0	1.0000	95.83	NE
Rv0934	pstS1	phosphate ABC transporter substrate-binding lipoprotein PstS	22	0	0	22	0	0.9545	201.76	NE
Rv0935	pstC1	phosphate ABC transporter permease PstC	12	0	0	12	0	0.9167	231.73	NE
Rv0936	pstA2	phosphate ABC transporter permease PstA	20	0	0	20	0	0.9500	100.42	NE
Rv0937c	mku	non-homologous end joining protein Ku	12	0	0	12	0	0.8333	51.80	NE
Rv0938	ligD	multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD	43	0	0	43	0	0.7209	86.39	NE
Rv0939		bifunctional 2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase/cyclase/dehydrase	32	0	0	32	0	0.9375	54.90	NE
Rv0940c		oxidoreductase	16	0	0	16	0	0.8750	69.14	NE
Rv0941c		hypothetical protein	9	0	0	9	0	1.0000	139.56	NE
Rv0942		hypothetical protein	8	0	0	8	0	1.0000	132.50	NE
Rv0943c		monooxygenase	17	0	0	17	0	1.0000	154.12	NE
Rv0944		formamidopyrimidine-DNA glycosylase	9	0	0	9	0	1.0000	129.56	NE
Rv0945		oxidoreductase	8	0	0	8	0	0.6250	32.20	NE
Rv0946c	pgi	glucose-6-phosphate isomerase	20	0	0	20	0	0.9000	14.11	NE
Rv0948c		chorismate mutase	7	0	0	7	0	0.2857	165.50	NE
Rv0949	uvrD1	ATP-dependent DNA helicase UvrD	45	0	0	45	0	0.7778	30.14	NE
Rv0950c		hypothetical protein	21	0	0	21	0	0.9524	158.55	NE
Rv0951	sucC	succinyl-CoA ligase subunit beta	16	16	0	0	0	0.1250	1.00	ES
Rv0952	sucD	succinyl-CoA ligase subunit alpha	12	11	0	1	0	0.0833	12.00	ES
Rv0953c		oxidoreductase	14	0	0	14	0	1.0000	121.36	NE
Rv0954		transmembrane protein	29	0	0	29	0	0.8966	130.00	NE
Rv0955		integral membrane protein	19	0	0	19	0	1.0000	103.89	NE
Rv0956	purN	phosphoribosylglycinamide formyltransferase PurN	15	13	0	2	0	0.1333	45.50	ES
Rv0957	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase	24	24	0	0	0	0.1667	1.25	ES
Rv0958		magnesium chelatase	16	0	0	16	0	0.8750	164.71	NE
Rv0959		hypothetical protein	20	0	0	20	0	0.9000	66.11	NE
Rv0959A	vapB9	antitoxin VapB9	3	0	0	3	0	1.0000	264.33	NE
Rv0960	vapC9	ribonuclease VapC9	7	0	0	7	0	1.0000	157.14	NE
Rv0961		integral membrane protein	7	0	0	7	0	0.8571	148.50	NE
Rv0962c	lprP	lipoprotein LprP	15	0	0	15	0	1.0000	209.53	NE
Rv0963c		hypothetical protein	11	0	0	11	0	1.0000	187.91	NE
Rv0964c		hypothetical protein	5	0	0	5	0	1.0000	114.60	NE
Rv0965c		hypothetical protein	7	0	0	7	0	1.0000	181.00	NE
Rv0966c		hypothetical protein	10	0	0	10	0	1.0000	120.10	NE
Rv0967	csoR	copper-sensing transcriptional repressor CsoR	1	0	0	1	0	1.0000	373.00	NE
Rv0968		hypothetical protein	6	0	0	6	0	1.0000	285.00	NE
Rv0969	ctpV	copper-exporting ATPase	21	0	0	21	0	0.9048	174.68	NE
Rv0970		integral membrane protein	12	0	0	12	0	1.0000	192.83	NE
Rv0971c	echA7	enoyl-CoA hydratase EchA7	7	0	0	7	0	0.8571	76.17	NE
Rv0972c	fadE12	acyl-CoA dehydrogenase fadE12	18	0	0	18	0	0.8333	32.60	NE
Rv0973c	accA2	acetyl/propionyl-CoA carboxylase subuit alpha	25	0	0	25	0	0.8400	29.90	NE
Rv0974c	accD2	acetyl-/propionyl-CoA carboxylase subunit beta	20	0	0	20	0	0.8000	20.06	NE
Rv0975c	fadE13	acyl-CoA dehydrogenase FadE13	20	0	0	20	0	0.9000	147.39	NE
Rv0976c		hypothetical protein	20	0	0	20	0	0.9000	103.06	NE
Rv0977	PE_PGRS16	PE-PGRS family protein PE_PGRS16	32	0	0	14	18	0.9062	369.90	GA
Rv0978c	PE_PGRS17	PE-PGRS family protein PE_PGRS17	10	0	0	0	10	0.9000	371.33	GA
Rv0979c		hypothetical protein	2	0	0	0	2	1.0000	5.00	GA
Rv0979A	rpmF	50S ribosomal protein L32	2	0	0	0	2	0.5000	1.00	GA
Rv0980c	PE_PGRS18	PE-PGRS family protein PE_PGRS18	17	0	0	0	17	0.8824	335.80	GA
Rv0981	mprA	two-component response regulator MrpA	11	0	0	0	11	0.9091	226.20	GA
Rv0982	mprB	two component histidine-protein kinase/phosphatase MprB	23	21	0	2	0	0.1739	341.75	ES
Rv0983	pepD	serine protease PepD	19	0	0	19	0	0.9474	99.00	NE
Rv0984	moaB2	pterin-4-alpha-carbinolamine dehydratase	5	0	0	5	0	0.8000	180.25	NE
Rv0985c	mscL	large-conductance ion mechanosensitive channel	10	0	0	10	0	0.9000	286.89	NE
Rv0986		adhesion component ABC transporter ATP-binding protein	25	0	0	25	0	0.8800	112.36	NE
Rv0987		adhesion component ABC transporter permease	94	0	0	94	0	0.8617	53.48	NE
Rv0988		hypothetical protein	41	0	0	41	0	0.8049	26.58	NE
Rv0989c	grcC2	polyprenyl-diphosphate synthase GrcC	19	0	0	19	0	1.0000	150.21	NE
Rv0990c		hypothetical protein	8	0	0	8	0	0.8750	128.14	NE
Rv0991c		hypothetical protein	3	0	0	3	0	1.0000	306.33	NE
Rv0992c		5-formyltetrahydrofolate cyclo-ligase	6	0	0	6	0	1.0000	213.50	NE
Rv0993	galU	UTP--glucose-1-phosphate uridylyltransferase	15	14	0	1	0	0.1333	164.00	ES
Rv0994	moeA1	molybdopterin molybdenumtransferase 1	14	0	0	14	0	0.9286	108.23	NE
Rv0995	rimJ	ribosomal-protein-alanine acetyltransferase RimJ	6	0	0	6	0	1.0000	94.83	NE
Rv0996		transmembrane protein	18	0	0	18	0	1.0000	213.78	NE
Rv0997a		hypothetical protein	6	0	0	6	0	1.0000	130.67	NE
Rv0997		hypothetical protein	7	0	0	7	0	0.8571	202.50	NE
Rv0998		acetyltransferase Pat	13	0	0	13	0	0.7692	70.90	NE
Rv0999		hypothetical protein	11	0	0	11	0	1.0000	248.73	NE
Rv1000c		hypothetical protein	9	0	0	9	0	1.0000	376.00	NE
Rv1001	arcA	arginine deiminase	21	0	0	21	0	1.0000	162.43	NE
Rv1002c		dolichyl-phosphate-mannose--protein mannosyltransferase	24	0	23	1	0	0.8333	5.15	GD
Rv1003		rRNA small subunit methyltransferase I	9	0	0	9	0	0.8889	56.88	NE
Rv1004c		membrane protein	13	0	0	13	0	0.9231	161.17	NE
Rv1005c		para-aminobenzoate synthase component I	25	22	0	0	3	0.1600	1822.00	ES
Rv1006		hypothetical protein	42	0	0	0	42	1.0000	274.74	GA
Rv1007c	metS	methionine--tRNA ligase	31	31	0	0	0	0.1290	1.00	ES
Rv1008	tatD	deoxyribonuclease TatD	13	0	0	13	0	1.0000	272.85	NE
Rv1009	rpfB	resuscitation-promoting factor RpfB	12	0	0	12	0	0.9167	126.00	NE
Rv1010	ksgA	rRNA small subunit methyltransferase A	12	0	0	12	0	1.0000	36.08	NE
Rv1011	ispE	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	13	13	0	0	0	0.0769	1.00	ES
Rv1012		hypothetical protein	6	0	0	6	0	0.8333	162.40	NE
Rv1013	pks16	polyketide synthase	22	0	0	22	0	1.0000	286.64	NE
Rv1014c	pth	peptidyl-tRNA hydrolase	12	0	11	1	0	0.1667	19.00	GD
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc	11	0	10	1	0	0.6364	13.57	GD
Rv1016c	lpqT	lipoprotein LpqT	7	0	0	7	0	1.0000	255.71	NE
Rv1017c	prsA	ribose-phosphate pyrophosphokinase	13	12	0	1	0	0.1538	91.00	ES
Rv1018c	glmU	bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase	24	24	0	0	0	0.0417	1.00	ES
Rv1019		transcriptional regulator	9	0	0	9	0	1.0000	135.78	NE
Rv1020	mfd	transcription-repair coupling factor	40	0	0	40	0	0.9250	185.92	NE
Rv1021		nucleoside triphosphate pyrophosphohydrolase	14	0	0	14	0	0.8571	147.00	NE
Rv1022	lpqU	lipoprotein LpqU	15	0	0	15	0	0.9333	85.07	NE
Rv1023	eno	enolase	17	0	16	1	0	0.5882	13.80	GD
Rv1024		membrane protein	8	8	0	0	0	0.0000	0.00	ES
Rv1025		hypothetical protein	7	6	0	1	0	0.2857	2.00	ES
Rv1026		hypothetical protein	9	0	0	9	0	0.7778	14.86	NE
Rv1027c	kdpE	transcriptional regulator KdpE	12	0	0	12	0	0.8333	35.70	NE
Rv1028c	kdpD	sensor protein KdpD	28	0	0	28	0	0.8929	58.96	NE
Rv1028A	kdpF	membrane protein KdpF	3	0	0	3	0	1.0000	31.67	NE
Rv1029	kdpA	potassium-transporting ATPase subunit A	28	0	0	28	0	0.9643	135.63	NE
Rv1030	kdpB	potassium-transporting ATPase subunit B	15	0	0	15	0	1.0000	124.20	NE
Rv1031	kdpC	potassium-transporting ATPase subunit C	10	0	0	10	0	0.9000	108.56	NE
Rv1032c	trcS	two component sensor histidine kinase TrcS	25	0	0	25	0	0.9600	154.50	NE
Rv1033c	trcR	two component transcriptional regulator TrcR	15	0	0	0	15	1.0000	502.40	GA
Rv1037c	esxI	ESAT-6 like protein EsxI	5	0	0	0	5	1.0000	278.00	GA
Rv1038c	esxJ	ESAT-6 like protein EsxJ	3	0	0	0	3	1.0000	305.33	GA
Rv1039c	PPE15	PPE family protein PPE15	24	0	0	0	24	1.0000	249.71	GA
Rv1040c	PE8	PE family protein PE8	9	0	0	0	9	1.0000	200.89	GA
Rv1041c		IS2-like transposase	19	0	0	0	19	1.0000	178.32	GA
Rv1042c		IS2-like transposase	6	0	0	0	6	1.0000	87.33	GA
Rv1043c		hypothetical protein	15	0	0	0	15	1.0000	321.27	GA
Rv1044		hypothetical protein	13	11	0	2	0	0.1538	257.00	ES
Rv1045		hypothetical protein	12	0	0	12	0	1.0000	216.50	NE
Rv1047		transposase	17	0	0	17	0	1.0000	155.47	NE
Rv1048c		hypothetical protein	24	0	0	24	0	0.9167	182.95	NE
Rv1049		transcriptional repressor	4	0	0	4	0	1.0000	231.75	NE
Rv1050		oxidoreductase	12	0	0	12	0	0.9167	66.64	NE
Rv1051c		hypothetical protein	8	0	0	8	0	0.7500	86.00	NE
Rv1052		hypothetical protein	7	0	0	7	0	1.0000	161.29	NE
Rv1056		hypothetical protein	23	0	0	23	0	1.0000	181.22	NE
Rv1057		hypothetical protein	20	0	0	20	0	1.0000	269.10	NE
Rv1058	fadD14	fatty-acid--CoA ligase FadD14	30	0	0	30	0	0.9333	125.07	NE
Rv1059		hypothetical protein	10	0	0	10	0	1.0000	51.00	NE
Rv1060		hypothetical protein	5	0	0	5	0	1.0000	66.00	NE
Rv1061		hypothetical protein	14	0	0	14	0	1.0000	166.57	NE
Rv1062		hypothetical protein	6	0	0	6	0	1.0000	111.33	NE
Rv1063c		NTE family protein	15	0	0	15	0	1.0000	163.07	NE
Rv1064c	lpqV	lipoprotein LpqV	7	0	0	7	0	1.0000	136.43	NE
Rv1065		hypothetical protein	10	0	0	10	0	1.0000	231.10	NE
Rv1066		hypothetical protein	5	0	0	5	0	0.8000	73.00	NE
Rv1067c	PE_PGRS19	PE-PGRS family protein PE_PGRS19	16	0	0	16	0	0.8125	94.92	NE
Rv1068c	PE_PGRS20	PE-PGRS family protein PE_PGRS20	14	0	0	14	0	0.8571	191.50	NE
Rv1069c		hypothetical protein	21	0	0	21	0	1.0000	335.29	NE
Rv1070c	echA8	enoyl-CoA hydratase EchA8	8	0	0	8	0	1.0000	178.12	NE
Rv1071c	echA9	enoyl-CoA hydratase EchA9	13	0	0	13	0	1.0000	221.08	NE
Rv1072		transmembrane protein	18	0	0	18	0	1.0000	124.94	NE
Rv1073		hypothetical protein	19	0	0	19	0	0.9474	337.56	NE
Rv1074c	fadA3	beta-ketoacyl CoA thiolase FadA	11	0	0	11	0	1.0000	415.36	NE
Rv1075c		hypothetical protein	19	0	0	19	0	1.0000	157.32	NE
Rv1076	lipU	lipase LipU	22	0	0	22	0	0.7727	168.35	NE
Rv1077	cbs	cystathionine beta-synthase	28	0	0	28	0	0.9643	196.44	NE
Rv1078		hypothetical protein	18	0	0	18	0	0.9444	153.35	NE
Rv1079	metB	cystathionine gamma-synthase	19	0	0	19	0	0.8421	116.25	NE
Rv1080c	greA	transcription elongation factor GreA	10	0	0	10	0	1.0000	89.80	NE
Rv1081c		membrane protein	7	0	0	7	0	0.8571	7.33	NE
Rv1082	mca	mycothiol S-conjugate amidase	13	0	0	13	0	1.0000	153.69	NE
Rv1083		hypothetical protein	4	0	0	4	0	1.0000	63.75	NE
Rv1084		hypothetical protein	27	0	0	27	0	0.8889	114.46	NE
Rv1085c		hemolysin-like protein	11	0	0	11	0	1.0000	249.64	NE
Rv1086		(2Z%2C6E)-farnesyl diphosphate synthase	15	0	0	15	0	1.0000	22.07	NE
Rv1087	PE_PGRS21	PE-PGRS family protein PE_PGRS21	22	0	0	22	0	0.9545	115.38	NE
Rv1088	PE9	PE family protein PE9	6	0	0	6	0	1.0000	131.67	NE
Rv1088a		hypothetical protein	3	0	0	3	0	1.0000	112.33	NE
Rv1091	PE_PGRS22	PE-PGRS family protein PE_PGRS22	27	0	0	27	0	0.7778	96.38	NE
Rv1092c	coaA	pantothenate kinase	20	18	0	2	0	0.1000	247.00	ES
Rv1093	glyA1	serine hydroxymethyltransferase	14	14	0	0	0	0.0000	0.00	ES
Rv1094	desA2	acyl-ACP desaturase DesA	13	12	0	1	0	0.0769	26.00	ES
Rv1095	phoH2	phosphate starvation-inducible protein PsiH	13	0	0	13	0	0.9231	80.83	NE
Rv1096		glycosyl hydrolase	20	0	0	20	0	0.9500	92.21	NE
Rv1097c		hypothetical protein	18	2	0	16	0	0.8889	53.44	NE
Rv1098c	fum	fumarate hydratase	13	13	0	0	0	0.0000	0.00	ES
Rv1099c	glpX	fructose 1%2C6-bisphosphatase	14	0	0	14	0	0.8571	42.17	NE
Rv1100		hypothetical protein	10	0	0	10	0	1.0000	58.60	NE
Rv1101c		hypothetical protein	18	0	0	18	0	1.0000	299.33	NE
Rv1102c	mazF3	mRNA interferase MazF3	9	0	0	9	0	1.0000	274.00	NE
Rv1103c	mazE3	antitoxin MazE3	8	0	0	8	0	1.0000	262.62	NE
Rv1106c		3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase	19	0	0	19	0	1.0000	265.37	NE
Rv1107c	xseB	exodeoxyribonuclease VII small subunit	3	0	0	3	0	1.0000	280.67	NE
Rv1108c	xseA	exodeoxyribonuclease VII large subunit	10	0	0	10	0	1.0000	93.10	NE
Rv1109c		hypothetical protein	9	0	0	9	0	0.8889	199.62	NE
Rv1110	lytB2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	14	14	0	0	0	0.0000	0.00	ES
Rv1111c		hypothetical protein	25	9	0	16	0	0.6000	157.67	NE
Rv1112		GTP-binding protein	11	0	0	11	0	1.0000	45.09	NE
Rv1113	vapB32	antitoxin VapB32	2	0	0	2	0	1.0000	58.50	NE
Rv1114	vapC32	ribonuclease VapC32	3	0	0	3	0	1.0000	200.33	NE
Rv1115		hypothetical protein	19	0	0	19	0	0.8421	139.62	NE
Rv1116		hypothetical protein	3	0	0	3	0	1.0000	111.67	NE
Rv1117		hypothetical protein	4	0	0	4	0	0.7500	377.67	NE
Rv1118c		hypothetical protein	12	0	0	12	0	1.0000	227.75	NE
Rv1119c		hypothetical protein	3	0	0	3	0	0.6667	61.50	NE
Rv1120c		hypothetical protein	4	0	0	4	0	0.7500	34.33	NE
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase	24	0	0	24	0	0.9583	48.83	NE
Rv1122	gnd2	6-phosphogluconate dehydrogenase (decarboxylating)	15	14	0	1	0	0.2000	76.67	ES
Rv1123c	bpoB	peroxidase BpoB	10	1	0	9	0	1.0000	113.00	NE
Rv1124	ephC	epoxide hydrolase EphC	12	0	0	12	0	0.7500	66.22	NE
Rv1125		hypothetical protein	23	0	0	23	0	0.8696	37.00	NE
Rv1126c		hypothetical protein	11	0	0	11	0	0.7273	15.12	NE
Rv1127c	ppdK	pyruvate%2C phosphate dikinase PpdK	19	0	0	19	0	0.8421	34.19	NE
Rv1128c		hypothetical protein	30	0	0	30	0	0.8667	69.54	NE
Rv1129c		transcriptional regulator	27	0	0	27	0	0.8519	34.96	NE
Rv1130	prpD	2-methylcitrate dehydratase	27	0	0	27	0	0.9259	55.96	NE
Rv1131	prpC	methylcitrate synthase PrpC	17	0	0	17	0	0.8824	36.20	NE
Rv1132		hypothetical protein	27	0	0	27	0	0.9630	92.96	NE
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	36	35	0	1	0	0.0278	23.00	ES
Rv1134		hypothetical protein	6	0	0	6	0	1.0000	145.17	NE
Rv1135c	PPE16	PPE family protein PPE16	26	0	0	26	0	0.9231	153.62	NE
Rv1138a		hypothetical protein	2	0	0	2	0	1.0000	130.00	NE
Rv1138c		oxidoreductase	17	0	0	17	0	0.8824	157.67	NE
Rv1139c		hypothetical protein	13	0	0	13	0	1.0000	175.23	NE
Rv1140		integral membrane protein	11	0	0	11	0	0.9091	102.10	NE
Rv1141c	echA11	enoyl-CoA hydratase EchA11	14	0	0	14	0	1.0000	151.21	NE
Rv1142c	echA10	enoyl-CoA hydratase EchA10	8	0	0	8	0	1.0000	158.38	NE
Rv1143	mcr	alpha-methylacyl-CoA racemase	16	0	0	6	10	1.0000	301.31	GA
Rv1144		oxidoreductase	12	0	0	0	12	1.0000	174.67	GA
Rv1145		transmembrane transport protein	11	0	0	0	11	1.0000	151.27	GA
Rv1146		transmembrane transport protein	23	0	0	0	23	0.9565	387.64	GA
Rv1147		hypothetical protein	10	0	0	0	10	1.0000	223.40	GA
Rv1148c		hypothetical protein	23	0	0	23	0	0.9565	169.00	NE
Rv1149		transposase	6	0	0	6	0	1.0000	85.50	NE
Rv1151c		NAD-dependent protein deacylase	10	0	0	10	0	1.0000	305.40	NE
Rv1152		transcriptional regulator	5	0	0	5	0	1.0000	132.00	NE
Rv1153c	omt	O-methyltransferase	19	0	0	19	0	1.0000	224.37	NE
Rv1154c		hypothetical protein	16	0	0	16	0	1.0000	240.06	NE
Rv1155		pyridoxine/pyridoxamine 5'-phosphate oxidase	12	0	0	12	0	1.0000	183.25	NE
Rv1155a		hypothetical protein	2	0	0	2	0	1.0000	224.00	NE
Rv1156		hypothetical protein	12	0	0	12	0	1.0000	130.25	NE
Rv1157c		hypothetical protein	9	0	0	9	0	0.8889	111.12	NE
Rv1158c		hypothetical protein	11	0	0	11	0	0.8182	61.33	NE
Rv1159	pimE	polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase	29	0	0	29	0	0.9655	139.25	NE
Rv1159A		4a-hydroxytetrahydrobiopterin dehydratase	14	0	0	14	0	0.7857	73.00	NE
Rv1160	mutT2	8-oxo-dGTP diphosphatase	5	0	0	5	0	1.0000	94.60	NE
Rv1161	narG	nitrate reductase subunit alpha	75	0	0	75	0	0.9333	128.89	NE
Rv1162	narH	nitrate reductase subunit beta	35	0	0	35	0	0.9429	242.00	NE
Rv1163	narJ	nitrate reductase subunit delta	15	0	0	15	0	0.9333	154.43	NE
Rv1164	narI	nitrate reductase subunit gamma	19	0	0	19	0	0.8947	244.00	NE
Rv1165	typA	GTP-binding translation elongation factor	16	0	0	16	0	1.0000	186.50	NE
Rv1166	lpqW	monoacyl phosphatidylinositol tetramannoside-binding protein LpqW	24	23	0	1	0	0.0417	78.00	ES
Rv1167c		transcriptional regulator	10	0	0	10	0	0.9000	96.89	NE
Rv1168c	PPE17	PPE family protein PPE17	17	0	0	17	0	0.9412	261.81	NE
Rv1169c	lipX	lipase LipX	4	0	0	4	0	1.0000	253.25	NE
Rv1170	mshB	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase	12	0	0	12	0	1.0000	200.25	NE
Rv1171		hypothetical protein	7	0	0	7	0	1.0000	202.43	NE
Rv1172c	PE12	PE family protein PE12	16	0	0	16	0	0.9375	131.40	NE
Rv1173	fbiC	FO synthase	44	0	0	44	0	0.9091	64.38	NE
Rv1174c	TB8.4	low molecular weight T-cell antigen	9	0	0	9	0	1.0000	389.33	NE
Rv1175c	fadH	NADPH dependent 2%2C4-dienoyl-CoA reductase FadH	29	0	0	29	0	0.9310	158.52	NE
Rv1176c		hypothetical protein	15	0	0	15	0	0.8667	137.85	NE
Rv1177	fdxC	ferredoxin FdxC	7	7	0	0	0	0.1429	1.00	ES
Rv1178		aminotransferase	21	1	0	20	0	0.8571	85.78	NE
Rv1179c		hypothetical protein	41	0	0	41	0	0.9756	111.85	NE
Rv1180	pks3	polyketide beta-ketoacyl synthase	26	0	0	26	0	0.9231	42.83	NE
Rv1181	pks4	polyketide beta-ketoacyl synthase	70	0	0	70	0	0.8714	59.85	NE
Rv1182	papA3	acyltransferase papA3	40	0	0	40	0	0.8750	76.00	NE
Rv1183	mmpL10	transmembrane transport protein MmpL10	53	0	0	53	0	0.9057	74.46	NE
Rv1184c		hypothetical protein	23	0	0	23	0	0.9130	80.33	NE
Rv1185c	fadD21	fatty-acid--CoA ligase FadD21	32	0	0	32	0	1.0000	97.78	NE
Rv1186c		hypothetical protein	19	0	0	19	0	0.8421	63.12	NE
Rv1187	rocA	pyrroline-5-carboxylate dehydrogenase RocA	24	0	0	24	0	0.7500	45.17	NE
Rv1188		proline dehydrogenase	21	0	0	21	0	0.7143	57.27	NE
Rv1189	sigI	ECF RNA polymerase sigma factor SigI	9	0	0	9	0	0.8889	51.12	NE
Rv1190		hypothetical protein	9	0	0	9	0	0.8889	92.00	NE
Rv1191		hypothetical protein	9	0	0	9	0	1.0000	139.22	NE
Rv1192		hypothetical protein	14	0	0	14	0	0.9286	148.77	NE
Rv1193	fadD36	fatty-acid--CoA ligase FadD36	21	0	0	21	0	0.9524	28.45	NE
Rv1194c		hypothetical protein	19	0	0	19	0	0.8947	91.65	NE
Rv1195	PE13	PE family protein PE13	6	0	0	0	6	1.0000	408.00	GA
Rv1196	PPE18	PPE family protein PPE18	11	0	0	0	11	1.0000	232.45	GA
Rv1197	esxK	ESAT-6 like protein EsxK	4	0	0	0	4	1.0000	196.25	GA
Rv1198	esxL	ESAT-6 like protein EsxL	4	0	0	0	4	1.0000	246.00	GA
Rv1199c		insertion sequence element IS1081 transposase	17	0	0	0	17	1.0000	163.53	GA
Rv1200		integral membrane transport protein	30	0	0	0	30	1.0000	247.07	GA
Rv1201c	dapD	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase	12	11	0	0	1	0.0833	140.00	ES
Rv1202	dapE	succinyl-diaminopimelate desuccinylase DapE	17	16	0	1	0	0.0588	2.00	ES
Rv1203c		hypothetical protein	9	0	0	9	0	1.0000	129.67	NE
Rv1204c		hypothetical protein	17	0	0	17	0	1.0000	283.00	NE
Rv1205		hypothetical protein	13	0	0	13	0	1.0000	148.08	NE
